riding,electiondate,provincecode,lastname,firstname,parliament,byelec,other,lib,ndp,green,bloc,allcons,won
Yukon,-1642291200,0,"Thompson, Alfred","NA",13,0,1,0,0,0,0,0,1
Yukon,-1642291200,0,"Congdon, Frederick Tennyson","NA",13,0,1,0,0,0,0,0,0
Yukon,-1839196800,0,"Thompson, Alfred","NA",12,0,0,0,0,0,0,1,1
Yukon,-1839196800,0,"Congdon, Frederick Tennyson","NA",12,0,0,1,0,0,0,0,0
Yukon,-1930780800,0,"Congdon, Frederick Tennyson","NA",11,0,0,1,0,0,0,0,1
Yukon,-1930780800,0,"Black, George","NA",11,0,1,0,0,0,0,0,0
Yukon,-1930780800,0,"LOWE, Robert","NA",11,0,1,0,0,0,0,0,0
Yukon,-1930780800,0,"CLARKE, Joseph Andrew","NA",11,0,0,0,0,0,0,1,0
Northwest Territories,1571616000,0,"McLeod, Michael","NA",43,0,0,1,0,0,0,0,1
Northwest Territories,1571616000,0,"D'Aigle, Yanik","NA",43,0,0,0,0,0,0,1,0
Northwest Territories,1571616000,0,"Beckett, Mary","NA",43,0,0,0,1,0,0,0,0
Northwest Territories,1571616000,0,"Falvo, Paul","NA",43,0,0,0,0,1,0,0,0
Northwest Territories,1571616000,0,"Quinlan, Luke","NA",43,0,1,0,0,0,0,0,0
Nunavut,1571616000,0,"Qaqqaq, Mumilaaq","NA",43,0,0,0,1,0,0,0,1
Nunavut,1571616000,0,"Pizzo Lyall, Megan","NA",43,0,0,1,0,0,0,0,0
Nunavut,1571616000,0,"Aglukkaq, Leona","NA",43,0,0,0,0,0,0,1,0
Nunavut,1571616000,0,"Roy, Douglas","NA",43,0,0,0,0,1,0,0,0
Yukon,1571616000,0,"Bagnell, Larry","NA",43,0,0,1,0,0,0,0,1
Yukon,1571616000,0,"Smith, Jonas Jacot","NA",43,0,0,0,0,0,0,1,0
Yukon,1571616000,0,"Lemphers, Justin","NA",43,0,0,0,1,0,0,0,0
Yukon,1571616000,0,"Morris, Lenore","NA",43,0,0,0,0,1,0,0,0
Yukon,1571616000,0,"Zelezny, Joseph","NA",43,0,1,0,0,0,0,0,0
yukon,1921-12-06,0,PITTS,GEORGE,14,0,1,0,0,0,0,0,0
yukon,1921-12-06,0,CONGDON,FREDERICKTENNYSON,14,0,0,1,0,0,0,0,0
yukon,1921-12-06,0,BLACK,GEORGE,14,0,0,0,0,0,0,1,1
yukon,1925-10-29,0,BLACK,GEORGE,15,0,0,0,0,0,0,1,1
yukon,1925-10-29,0,LOWE,ROBERT,15,0,0,1,0,0,0,0,0
yukon,1926-09-14,0,CONGDON,FREDERICKTENNYSON,16,0,0,1,0,0,0,0,0
yukon,1926-09-14,0,BLACK,GEORGE,16,0,0,0,0,0,0,1,1
yukon,1930-07-28,0,BLACK,GEORGE,17,0,0,0,0,0,0,1,1
yukon,1930-07-28,0,THOMPSON,WILLIAMEDWARD,17,0,0,1,0,0,0,0,0
yukon,1935-10-14,0,SMITH,JOHNPATRICK,18,0,0,1,0,0,0,0,0
yukon,1935-10-14,0,BLACK,MARTHALOUISE,18,0,1,0,0,0,0,0,1
yukon,1940-03-26,0,REID,CHARLES,19,0,0,1,0,0,0,0,0
yukon,1940-03-26,0,BLACK,GEORGE,19,0,1,0,0,0,0,0,1
yukon,1945-06-11,0,CUNNINGHAM,CLIVEHUNTER,20,0,1,0,1,0,0,0,0
yukon,1945-06-11,0,MCEWEN,TOM,20,0,1,0,0,0,0,0,0
yukon,1945-06-11,0,BLACK,GEORGE,20,0,0,0,0,0,0,1,1
yukon--mackenzie river,1949-06-27,0,BERRY,ARTHURMASSEY,21,0,1,0,0,0,0,0,0
yukon--mackenzie river,1949-06-27,0,SIMMONS,JAMESAUBREY,21,0,0,1,0,0,0,0,1
yukon--mackenzie river,1949-06-27,0,STEPHENS,JAMESELWYN,21,0,1,0,1,0,0,0,0
yukon--mackenzie river,1949-06-27,0,SIMMONS,JAMESAUBREY,21,0,0,1,0,0,0,0,1
yukon--mackenzie river,1949-06-27,0,BERRY,ARTHURMASSEY,21,0,1,0,0,0,0,0,0
yukon--mackenzie river,1949-06-27,0,STEPHENS,JAMESELWYN,21,0,1,0,1,0,0,0,0
mackenzie river,1953-08-10,0,HARDIE,MERVYNARTHUR,22,0,0,1,0,0,0,0,1
mackenzie river,1953-08-10,0,CONIBEAR,KENNETH,22,0,1,0,0,0,0,0,0
mackenzie river,1953-08-10,0,RIVETT,ALBERTTHOMAS,22,0,0,0,0,0,0,1,0
yukon,1953-08-10,0,LEE,RICHARDGORDON,22,0,1,0,0,0,0,0,0
yukon,1953-08-10,0,BLACK,GEORGE,22,0,0,0,0,0,0,1,0
yukon,1953-08-10,0,SIMMONS,JAMESAUBREY,22,0,0,1,0,0,0,0,1
mackenzie river,1957-06-10,0,HARDIE,MA,23,0,0,1,0,0,0,0,1
mackenzie river,1957-06-10,0,PARKES,HAROLDE,23,0,0,0,0,0,0,1,0
yukon,1957-06-10,0,NIELSEN,ERIK,23,0,0,0,0,0,0,1,0
yukon,1957-06-10,0,SIMMONS,JAMESAUBREY,23,0,0,1,0,0,0,0,1
yukon,1957-12-16,0,SIMMONS,JAMESAUBREY,23,1,0,1,0,0,0,0,0
yukon,1957-12-16,0,NIELSEN,ERIK,23,1,0,0,0,0,0,1,1
mackenzie river,1958-03-31,0,WINTER,JOHNH,24,0,0,0,0,0,0,1,0
mackenzie river,1958-03-31,0,HARDIE,MA,24,0,0,1,0,0,0,0,1
yukon,1958-03-31,0,WATT,JOHNVICTOR,24,0,1,0,0,0,0,0,0
yukon,1958-03-31,0,NIELSEN,ERIK,24,0,0,0,0,0,0,1,1
yukon,1958-03-31,0,SIMMONS,JAMESAUBREY,24,0,0,1,0,0,0,0,0
northwest territories,1962-06-18,0,RHEAUME,EUGENE,25,0,0,0,0,0,0,1,0
northwest territories,1962-06-18,0,CAREY,APAT,25,0,1,0,0,0,0,0,0
northwest territories,1962-06-18,0,HARDIE,IJTIBBIE,25,0,0,1,0,0,0,0,1
yukon,1962-06-18,0,NIELSEN,ERIK,25,0,0,0,0,0,0,1,1
yukon,1962-06-18,0,WYLIE,VICTOR,25,0,0,1,0,0,0,0,0
northwest territories,1963-04-08,0,HARDIE,IJTIBBIE,26,0,0,1,0,0,0,0,0
northwest territories,1963-04-08,0,RHEAUME,GENE,26,0,0,0,0,0,0,1,1
yukon,1963-04-08,0,WYLIE,VICTOR,26,0,0,1,0,0,0,0,0
yukon,1963-04-08,0,WILSON,RAY,26,0,1,0,0,0,0,0,0
yukon,1963-04-08,0,NIELSEN,ERIK,26,0,0,0,0,0,0,1,1
northwest territories,1965-11-08,0,ORANGE,BUD,27,0,0,1,0,0,0,0,1
northwest territories,1965-11-08,0,RHEAUME,GENE,27,0,0,0,0,0,0,1,0
northwest territories,1965-11-08,0,ERKELENS,TIELEMAN,27,0,0,0,1,0,0,0,0
yukon,1965-11-08,0,NIELSEN,ERIK,27,0,0,0,0,0,0,1,1
yukon,1965-11-08,0,MCKAMEY,RAY,27,0,0,1,0,0,0,0,0
northwest territories,1968-06-25,0,ORANGE,BUD,28,0,0,1,0,0,0,0,1
northwest territories,1968-06-25,0,VANNORMAN,R,28,0,0,0,0,0,0,1,0
northwest territories,1968-06-25,0,KENT,WILLIAMHARVEY,28,0,0,0,1,0,0,0,0
yukon,1968-06-25,0,FINDLAY,CHRIS,28,0,0,1,0,0,0,0,0
yukon,1968-06-25,0,NIELSEN,ERIK,28,0,0,0,0,0,0,1,1
yukon,1968-06-25,0,MCLAREN,ROBERTA,28,0,0,0,1,0,0,0,0
northwest territories,1972-10-30,0,FIRTH,WALLY,29,0,0,0,1,0,0,0,1
northwest territories,1972-10-30,0,WARD,BOB,29,0,0,0,0,0,0,1,0
northwest territories,1972-10-30,0,HILL,DICK,29,0,0,1,0,0,0,0,0
yukon,1972-10-30,0,NIELSEN,ERIK,29,0,0,0,0,0,0,1,1
yukon,1972-10-30,0,GIANNELIA,RAINER,29,0,1,0,0,0,0,0,0
yukon,1972-10-30,0,BRANIGAN,DONALDWILLIAM,29,0,0,1,0,0,0,0,0
yukon,1972-10-30,0,KENT,WMHARVEY,29,0,0,0,1,0,0,0,0
northwest territories,1974-07-08,0,WARD,BOB,30,0,0,0,0,0,0,1,0
northwest territories,1974-07-08,0,WHITFORD,RICHARD,30,0,0,1,0,0,0,0,0
northwest territories,1974-07-08,0,FIRTH,WALLY,30,0,0,0,1,0,0,0,1
yukon,1974-07-08,0,WHITE,PAULS,30,0,0,1,0,0,0,0,0
yukon,1974-07-08,0,PENIKETT,TONY,30,0,0,0,1,0,0,0,0
yukon,1974-07-08,0,NIELSEN,ERIK,30,0,0,0,0,0,0,1,1
nunatsiaq,1979-05-22,0,ITTINUAR,PETER,31,0,0,0,1,0,0,0,1
nunatsiaq,1979-05-22,0,OKPIK,ABE,31,0,0,0,0,0,0,1,0
nunatsiaq,1979-05-22,0,CURLEY,TAGAK,31,0,0,1,0,0,0,0,0
western arctic,1979-05-22,0,SEARLE,DAVID,31,0,0,1,0,0,0,0,0
western arctic,1979-05-22,0,NICKERSON,DAVE,31,0,0,0,0,0,0,1,1
western arctic,1979-05-22,0,ERASMUS,GEORGES,31,0,0,0,1,0,0,0,0
western arctic,1979-05-22,0,MCRAE,EDWARD,31,0,1,0,0,0,0,0,0
yukon,1979-05-22,0,JACK,JOE,31,0,0,0,1,0,0,0,0
yukon,1979-05-22,0,NIELSEN,ERIK,31,0,0,0,0,0,0,1,1
yukon,1979-05-22,0,LUECK,ALLENR,31,0,0,1,0,0,0,0,0
nunatsiaq,1980-02-18,0,ELLSWORTH,LLOYD,32,0,1,0,0,0,0,0,0
nunatsiaq,1980-02-18,0,ITTINUAR,PETER,32,0,0,0,1,0,0,0,1
nunatsiaq,1980-02-18,0,STEVENSON,LYLE,32,0,0,0,0,0,0,1,0
nunatsiaq,1980-02-18,0,ARVALUK,JAMES,32,0,0,1,0,0,0,0,0
western arctic,1980-02-18,0,BOYD,GARYJ,32,0,0,1,0,0,0,0,0
western arctic,1980-02-18,0,NICKERSON,DAVE,32,0,0,0,0,0,0,1,1
western arctic,1980-02-18,0,FIRTH,WALLY,32,0,0,0,1,0,0,0,0
yukon,1980-02-18,0,NIELSEN,ERIK,32,0,0,0,0,0,0,1,1
yukon,1980-02-18,0,CHRISTENSEN,IONEJ,32,0,0,1,0,0,0,0,0
yukon,1980-02-18,0,MCCULLOUGH,JIM,32,0,0,0,1,0,0,0,0
nunatsiaq,1984-09-04,0,KUPTANA,ROBERT,33,0,0,1,0,0,0,0,0
nunatsiaq,1984-09-04,0,INNUKSUK,RHODA,33,0,0,0,1,0,0,0,0
nunatsiaq,1984-09-04,0,SULUK,THOMAS,33,0,0,0,0,0,0,1,1
nunatsiaq,1984-09-04,0,ITTINUAR,PETERFK,33,0,1,0,0,0,0,0,0
western arctic,1984-09-04,0,ALLEN,BERTHA,33,0,0,0,1,0,0,0,0
western arctic,1984-09-04,0,NICKERSON,DAVE,33,0,0,0,0,0,0,1,1
western arctic,1984-09-04,0,SORENSON,LYNDA,33,0,0,1,0,0,0,0,0
yukon,1984-09-04,0,DYE,KEITH,33,0,1,0,0,0,0,0,0
yukon,1984-09-04,0,GIBB,DOUGLASR,33,0,1,0,0,0,0,0,0
yukon,1984-09-04,0,NIELSEN,ERIK,33,0,0,0,0,0,0,1,1
yukon,1984-09-04,0,FREI,SIBYLA,33,0,0,0,1,0,0,0,0
yukon,1984-09-04,0,VEALE,RON,33,0,0,1,0,0,0,0,0
yukon,1987-07-20,0,MARSHALL,FRED,33,1,1,0,0,0,0,0,0
yukon,1987-07-20,0,BRANIGAN,DON,33,1,0,1,0,0,0,0,0
yukon,1987-07-20,0,MCLAUGHLIN,AUDREY,33,1,0,0,1,0,0,0,1
yukon,1987-07-20,0,LEGREENON,DAVID,33,1,0,0,0,0,0,1,0
nunatsiaq,1988-11-21,0,LEE,RICHARDINUKPAK,34,0,1,0,0,0,0,0,0
nunatsiaq,1988-11-21,0,ANAWAK,JACK,34,0,0,1,0,0,0,0,1
nunatsiaq,1988-11-21,0,PEARSON,SEDLUKBRYAN,34,0,0,0,0,0,0,1,0
nunatsiaq,1988-11-21,0,KUSUGAK,PETER,34,0,0,0,1,0,0,0,0
western arctic,1988-11-21,0,LENNIE,ERNIE,34,0,1,0,0,0,0,0,0
western arctic,1988-11-21,0,BLONDIN,ETHEL,34,0,0,1,0,0,0,0,1
western arctic,1988-11-21,0,MCCAULEY,CECE,34,0,1,0,0,0,0,0,0
western arctic,1988-11-21,0,NICKERSON,DAVE,34,0,0,0,0,0,0,1,0
western arctic,1988-11-21,0,CAHILL,WAYNE,34,0,0,0,1,0,0,0,0
yukon,1988-11-21,0,MCLAUGHLIN,AUDREY,34,0,0,0,1,0,0,0,1
yukon,1988-11-21,0,JACK,JOE,34,0,0,1,0,0,0,0,0
yukon,1988-11-21,0,FRIDAY,CHARLIE,34,0,0,0,0,0,0,1,0
yukon,1988-11-21,0,DERAADT,JACOB,34,0,1,0,0,0,0,0,0
nunatsiaq,1993-10-25,0,ILLNIK,MIKE,35,0,0,0,1,0,0,0,0
nunatsiaq,1993-10-25,0,ANAWAK,JACKIYERAK,35,0,0,1,0,0,0,0,1
nunatsiaq,1993-10-25,0,EVIC-TWERDIN,LEENA,35,0,0,0,0,0,0,1,0
western arctic,1993-10-25,0,BLONDIN-ANDREW,ETHEL,35,0,0,1,0,0,0,0,1
western arctic,1993-10-25,0,HANLY,MARTIN,35,0,0,0,0,0,0,1,0
western arctic,1993-10-25,0,O'BRIEN,CHRIS,35,0,0,0,0,1,0,0,0
western arctic,1993-10-25,0,TAYLOR,LYNN,35,0,1,0,0,0,0,0,0
western arctic,1993-10-25,0,GREY,MANSELLC,35,0,0,0,0,0,0,1,0
western arctic,1993-10-25,0,SCHRAM,BILL,35,0,0,0,1,0,0,0,0
yukon,1993-10-25,0,TOMPKINS,ABSHORT,35,0,0,0,0,0,0,1,0
yukon,1993-10-25,0,OLSON,ROBERTL,35,0,1,0,0,0,0,0,0
yukon,1993-10-25,0,KAPTY,AL,35,0,0,0,0,0,0,1,0
yukon,1993-10-25,0,CAPP,GEOFFREY,35,0,1,0,0,0,0,0,0
yukon,1993-10-25,0,MCLAUGHLIN,AUDREY,35,0,0,0,1,0,0,0,1
yukon,1993-10-25,0,BRANIGAN,DON,35,0,0,1,0,0,0,0,0
nunavut,1997-06-02,0,KARETAK-LINDELL,NANCY,36,0,0,1,0,0,0,0,1
nunavut,1997-06-02,0,EEGEESIAK,OKALIK,36,0,0,0,0,0,0,1,0
nunavut,1997-06-02,0,TOOTOO,HUNTER,36,0,0,0,1,0,0,0,0
nunavut,1997-06-02,0,TURNER,JOHN,36,0,0,0,0,0,0,1,0
western arctic,1997-06-02,0,DOWDALL,BOB,36,0,0,0,0,0,0,1,0
western arctic,1997-06-02,0,LEVAN,MARYBETH,36,0,0,0,1,0,0,0,0
western arctic,1997-06-02,0,BLONDIN-ANDREW,ETHEL,36,0,0,1,0,0,0,0,1
western arctic,1997-06-02,0,WATT,MIKE,36,0,0,0,0,0,0,1,0
western arctic,1997-06-02,0,FIRTH,WALLY,36,0,1,0,0,0,0,0,0
yukon,1997-06-02,0,GABB,KEN,36,0,0,0,0,0,0,1,0
yukon,1997-06-02,0,BRANIGAN,DON,36,0,1,0,0,0,0,0,0
yukon,1997-06-02,0,HARDY,LOUISEFRANCES,36,0,0,0,1,0,0,0,1
yukon,1997-06-02,0,CAPP,GEOFFREY,36,0,1,0,0,0,0,0,0
yukon,1997-06-02,0,ADAMSON,SHIRLEY,36,0,0,1,0,0,0,0,0
yukon,1997-06-02,0,MCKINNON,KEN,36,0,0,0,0,0,0,1,0
nunavut,2000-11-27,0,KARETAK-LINDELL,NANCY,37,0,0,1,0,0,0,0,1
nunavut,2000-11-27,0,ENUARAQ,PALLUQ,37,0,0,0,1,0,0,0,0
nunavut,2000-11-27,0,JONES,BRIAN,37,0,0,0,0,1,0,0,0
nunavut,2000-11-27,0,SHERMAN,MIKE,37,0,0,0,0,0,0,1,0
western arctic,2000-11-27,0,BLONDIN-ANDREW,ETHEL,37,0,0,1,0,0,0,0,1
western arctic,2000-11-27,0,MCLAUGHLIN,BRUCE,37,0,0,0,0,0,0,1,0
western arctic,2000-11-27,0,BEVINGTON,DENNIS,37,0,0,0,1,0,0,0,0
western arctic,2000-11-27,0,TURNER,FRED,37,0,1,0,0,0,0,1,0
yukon,2000-11-27,0,BAGNELL,LARRY,37,0,0,1,0,0,0,0,1
yukon,2000-11-27,0,HARDY,LOUISE,37,0,0,0,1,0,0,0,0
yukon,2000-11-27,0,COX,DON,37,0,0,0,0,0,0,1,0
yukon,2000-11-27,0,KENYON,JIM,37,0,1,0,0,0,0,1,0
yukon,2000-11-27,0,CAPP,GEOFFREY,37,0,1,0,0,0,0,0,0
nunavut,2004-06-28,0,KARETAK-LINDELL,NANCY,38,0,0,1,0,0,0,0,1
nunavut,2004-06-28,0,CUNNINGHAM,DUNCAN,38,0,0,0,0,0,0,1,0
nunavut,2004-06-28,0,RIDDELL,BILL,38,0,0,0,1,0,0,0,0
nunavut,2004-06-28,0,KENNEY,NEDD,38,0,0,0,0,1,0,0,0
nunavut,2004-06-28,0,THOMPSON,MANITOK,38,0,1,0,0,0,0,0,0
western arctic,2004-06-28,0,MANDEVILLE,SEAN,38,0,0,0,0,0,0,1,0
western arctic,2004-06-28,0,BEVINGTON,DENNIS,38,0,0,0,1,0,0,0,0
western arctic,2004-06-28,0,BLONDIN-ANDREW,ETHEL,38,0,0,1,0,0,0,0,1
western arctic,2004-06-28,0,O'BRIEN,CHRIS,38,0,0,0,0,1,0,0,0
yukon,2004-06-28,0,LEBLOND,PHILIPPE,38,0,0,0,0,1,0,0,0
yukon,2004-06-28,0,HARTLE,JAMES,38,0,0,0,0,0,0,1,0
yukon,2004-06-28,0,DAVEY,SEAN,38,0,1,0,0,0,0,0,0
yukon,2004-06-28,0,CAPP,GEOFFREY,38,0,1,0,0,0,0,0,0
yukon,2004-06-28,0,BOYDE,PAM,38,0,0,0,1,0,0,0,0
yukon,2004-06-28,0,BAGNELL,LARRY,38,0,0,1,0,0,0,0,1
nunavut,2006-01-23,0,RIDDELL,BILL,39,0,0,0,1,0,0,0,0
nunavut,2006-01-23,0,KAPPI,FELIKS,39,0,0,0,0,1,0,0,0
nunavut,2006-01-23,0,KARETAK-LINDELL,NANCY,39,0,0,1,0,0,0,0,1
nunavut,2006-01-23,0,AGLUKARKSR.,DAVID,39,0,0,0,0,0,0,1,0
nunavut,2006-01-23,0,DEVRIES,DED,39,0,1,0,0,0,0,0,0
western arctic,2006-01-23,0,BEAUDIN,ALEXANDRE,39,0,0,0,0,1,0,0,0
western arctic,2006-01-23,0,BLONDIN-ANDREW,ETHEL,39,0,0,1,0,0,0,0,0
western arctic,2006-01-23,0,VANDERVEEN,JANH,39,0,1,0,0,0,0,0,0
western arctic,2006-01-23,0,BEVINGTON,DENNIS,39,0,0,0,1,0,0,0,1
western arctic,2006-01-23,0,EDJERICON,RICHARD,39,0,0,0,0,0,0,1,0
yukon,2006-01-23,0,BAGNELL,LARRY,39,0,0,1,0,0,0,0,1
yukon,2006-01-23,0,LEBLOND,PHILIPPE,39,0,0,0,0,1,0,0,0
yukon,2006-01-23,0,GREETHAM,SUE,39,0,0,0,0,0,0,1,0
yukon,2006-01-23,0,BOYDE,PAM,39,0,0,0,1,0,0,0,0
nunavut,2008-10-14,0,AGLUKKAQ,LEONA,40,0,0,0,0,0,0,1,1
nunavut,2008-10-14,0,EJESIAK,KIRTKOOTOO,40,0,0,1,0,0,0,0,0
nunavut,2008-10-14,0,ITTINUAR,PETER,40,0,0,0,0,1,0,0,0
nunavut,2008-10-14,0,IRNGAUT,PAUL,40,0,0,0,1,0,0,0,0
western arctic,2008-10-14,0,BEVINGTON,DENNIS,40,0,0,0,1,0,0,0,1
western arctic,2008-10-14,0,VILLEBRUN,NOELINE,40,0,1,0,0,0,0,0,0
western arctic,2008-10-14,0,GAMBLE,SAM,40,0,0,0,0,1,0,0,0
western arctic,2008-10-14,0,BELL,BRENDAN,40,0,0,0,0,0,0,1,0
western arctic,2008-10-14,0,MACKENZIE-SCOTT,GABRIELLE,40,0,0,1,0,0,0,0,0
yukon,2008-10-14,0,BAGNELL,LARRY,40,0,0,1,0,0,0,0,1
yukon,2008-10-14,0,STREICKER,JOHN,40,0,0,0,0,1,0,0,0
yukon,2008-10-14,0,BOLTON,KEN,40,0,0,0,1,0,0,0,0
yukon,2008-10-14,0,PASLOSKI,DARRELL,40,0,0,0,0,0,0,1,0
nunavut,2011-05-02,0,HICKS,JACK,41,0,0,0,1,0,0,0,0
nunavut,2011-05-02,0,MACCALLUM,SCOTT,41,0,0,0,0,1,0,0,0
nunavut,2011-05-02,0,AGLUKKAQ,LEONA,41,0,0,0,0,0,0,1,1
nunavut,2011-05-02,0,OKALIK,PAUL,41,0,0,1,0,0,0,0,0
western arctic,2011-05-02,0,LEE,SANDY,41,0,0,0,0,0,0,1,0
western arctic,2011-05-02,0,DAWSON,BONNIE,41,0,1,0,0,0,0,0,0
western arctic,2011-05-02,0,BEVINGTON,DENNIS,41,0,0,0,1,0,0,0,1
western arctic,2011-05-02,0,HANDLEY,JOE,41,0,0,1,0,0,0,0,0
western arctic,2011-05-02,0,PURCHASE,ELI,41,0,0,0,0,1,0,0,0
yukon,2011-05-02,0,BAGNELL,LARRY,41,0,0,1,0,0,0,0,0
yukon,2011-05-02,0,BARR,KEVIN,41,0,0,0,1,0,0,0,0
yukon,2011-05-02,0,STREICKER,JOHN,41,0,0,0,0,1,0,0,0
yukon,2011-05-02,0,LEEF,RYAN,41,0,0,0,0,0,0,1,1
northwest territories/territoires du nord-ouest,2015-10-19,0,ROLAND,FLOYD,42,0,0,0,0,0,0,1,0
northwest territories/territoires du nord-ouest,2015-10-19,0,BEVINGTON,DENNISFRASER,42,0,0,0,1,0,0,0,0
northwest territories/territoires du nord-ouest,2015-10-19,0,MOORE,JOHN,42,0,0,0,0,1,0,0,0
northwest territories/territoires du nord-ouest,2015-10-19,0,MCLEOD,MICHAEL,42,0,0,1,0,0,0,0,1
nunavut,2015-10-19,0,TOOTOO,HUNTER,42,0,0,1,0,0,0,0,1
nunavut,2015-10-19,0,IYERAK,JACK,42,0,0,0,1,0,0,0,0
nunavut,2015-10-19,0,ROCCHI,SPENCER,42,0,0,0,0,1,0,0,0
nunavut,2015-10-19,0,AGLUKKAQ,LEONA,42,0,0,0,0,0,0,1,0
yukon,2015-10-19,0,LEEF,RYAN,42,0,0,0,0,0,0,1,0
yukon,2015-10-19,0,BAGNELL,LARRY,42,0,0,1,0,0,0,0,1
yukon,2015-10-19,0,ATKINSON,MELISSA,42,0,0,0,1,0,0,0,0
yukon,2015-10-19,0,DE,FRANK,42,0,0,0,0,1,0,0,0
Medicine Hat,-1531008000,1,"Gardiner, Robert","NA",13,1,1,0,0,0,0,0,1
Medicine Hat,-1531008000,1,"SPENCER, Nelson","NA",13,1,1,0,0,0,0,0,0
Battle River,-1642291200,1,"Blair, William John","NA",13,0,1,0,0,0,0,0,1
Battle River,-1642291200,1,"Warner, Daniel Webster","NA",13,0,1,0,0,0,0,0,0
Bow River,-1642291200,1,"Halladay, Howard Hadden","NA",13,0,1,0,0,0,0,0,1
Bow River,-1642291200,1,"GOUGE, Jesse Elmer","NA",13,0,1,0,0,0,0,0,0
Bow River,-1642291200,1,"GALBRAITH, Daniel Harcourt","NA",13,0,1,0,0,0,0,0,0
Bow River,-1642291200,1,"REID, John","NA",13,0,1,0,0,0,0,0,0
Calgary West,-1642291200,1,"Tweedie, Thomas Mitchell March","NA",13,0,1,0,0,0,0,0,1
Calgary West,-1642291200,1,"Irvine, John Alfred","NA",13,0,1,0,0,0,0,0,0
East Calgary,-1642291200,1,"Redman, Daniel Lee","NA",13,0,1,0,0,0,0,0,1
East Calgary,-1642291200,1,"Irvine, William","NA",13,0,1,0,0,0,0,0,0
Edmonton East,-1642291200,1,"Mackie, Henry Arthur","NA",13,0,1,0,0,0,0,0,1
Edmonton East,-1642291200,1,"MAY, Alexander Esson","NA",13,0,1,0,0,0,0,0,0
Edmonton West,-1642291200,1,"Griesbach, William Antrobus","NA",13,0,1,0,0,0,0,0,1
Edmonton West,-1642291200,1,"Oliver, Frank","NA",13,0,1,0,0,0,0,0,0
Lethbridge,-1642291200,1,"Buchanan, William Ashbury","NA",13,0,1,0,0,0,0,0,1
Lethbridge,-1642291200,1,"PACK, L. Lambert","NA",13,0,1,0,0,0,0,0,0
Macleod,-1642291200,1,"Shaw, Hugh Murray","NA",13,0,1,0,0,0,0,0,1
Macleod,-1642291200,1,"MCIVOR, Donald Randolph","NA",13,0,1,0,0,0,0,0,0
Macleod,-1642291200,1,"MARSHALL, Stephen Thorne","NA",13,0,1,0,0,0,0,0,0
Medicine Hat,-1642291200,1,"Sifton, Arthur Lewis W.","NA",13,0,1,0,0,0,0,0,1
Medicine Hat,-1642291200,1,"REILLY, Clifford Bernardo","NA",13,0,1,0,0,0,0,0,0
Medicine Hat,-1642291200,1,"PATON, George","NA",13,0,1,0,0,0,0,0,0
Red Deer,-1642291200,1,"Clark, Michael","NA",13,0,1,0,0,0,0,0,1
Red Deer,-1642291200,1,"PUFFER, William Franklin","NA",13,0,1,0,0,0,0,0,0
Red Deer,-1642291200,1,"KNIGHT, Joseph Robert","NA",13,0,1,0,0,0,0,0,0
Strathcona,-1642291200,1,"Douglas, James McCrie","NA",13,0,1,0,0,0,0,0,1
Strathcona,-1642291200,1,"MODE, Allan Thomas","NA",13,0,1,0,0,0,0,0,0
Victoria,-1642291200,1,"White, William Henry","NA",13,0,1,0,0,0,0,0,1
Victoria,-1642291200,1,"HOLDEN, James Bismark","NA",13,0,1,0,0,0,0,0,0
Victoria,-1642291200,1,"LEEDY, John Whitman","NA",13,0,1,0,0,0,0,0,0
Calgary,-1839196800,1,"Bennett, Richard Bedford","NA",12,0,0,0,0,0,0,1,1
Calgary,-1839196800,1,"VAN WART, Isaac Stephen Gerow","NA",12,0,0,1,0,0,0,0,0
Calgary,-1839196800,1,"MASTERS, Arthur","NA",12,0,1,0,0,0,0,0,0
Edmonton,-1839196800,1,"Oliver, Frank","NA",12,0,0,1,0,0,0,0,1
Edmonton,-1839196800,1,"Griesbach, William Antrobus","NA",12,0,0,0,0,0,0,1,0
Edmonton,-1839196800,1,"Farmilo, Alfred","NA",12,0,1,0,0,0,0,0,0
Macleod,-1839196800,1,"Warnock, David","NA",12,0,0,1,0,0,0,0,1
Macleod,-1839196800,1,"Herron, John","NA",12,0,1,0,0,0,0,0,0
Macleod,-1839196800,1,"FULCHER, Edmund","NA",12,0,1,0,0,0,0,0,0
Medicine Hat,-1839196800,1,"Buchanan, William Ashbury","NA",12,0,0,1,0,0,0,0,1
Medicine Hat,-1839196800,1,"Magrath, Charles Alexander","NA",12,0,0,0,0,0,0,1,0
Red Deer,-1839196800,1,"Clark, Michael","NA",12,0,0,1,0,0,0,0,1
Red Deer,-1839196800,1,"MCGILLIVRAY, Alexander Andrew","NA",12,0,0,0,0,0,0,1,0
Strathcona,-1839196800,1,"Douglas, James McCrie","NA",12,0,0,1,0,0,0,0,1
Strathcona,-1839196800,1,"CAMPBELL, George Benjamin","NA",12,0,0,0,0,0,0,1,0
Victoria,-1839196800,1,"White, William Henry","NA",12,0,0,1,0,0,0,0,1
Victoria,-1839196800,1,"MORRISON, Frederick Augustus","NA",12,0,0,0,0,0,0,1,0
Victoria,-1839196800,1,"JACKMAN, William James","NA",12,0,1,0,0,0,0,0,0
Strathcona,-1899763200,1,"Douglas, James McCrie","NA",11,1,0,1,0,0,0,0,1
