riding,electiondate,provincecode,lastname,firstname,parliament,byelec,other,lib,ndp,green,bloc,allcons,won
ottawa south,1993-10-25,6,MANLEY,JOHN,35,0,0,1,0,0,0,0,1
ottawa west,1993-10-25,6,WILSON,BRYCE,35,0,1,0,0,0,0,0,0
ottawa west,1993-10-25,6,KNOLL,LEONARD,35,0,1,0,0,0,0,0,0
ottawa west,1993-10-25,6,VANWYCK,MORGAN,35,0,0,0,0,1,0,0,0
ottawa west,1993-10-25,6,BOBBITT,NORMAN,35,0,0,0,1,0,0,0,0
ottawa west,1993-10-25,6,SHAH,KAMAL,35,0,1,0,0,0,0,0,0
ottawa west,1993-10-25,6,MUNRO-PARRY,NANCY,35,0,0,0,0,0,0,1,0
ottawa west,1993-10-25,6,LAMOTHE,STAN,35,0,1,0,0,0,0,0,0
ottawa west,1993-10-25,6,START,JULIE,35,0,1,0,0,0,0,0,0
ottawa west,1993-10-25,6,CATTERALL,MARLENE,35,0,0,1,0,0,0,0,1
ottawa west,1993-10-25,6,BODDY,PETER,35,0,0,0,0,0,0,1,0
ottawa--vanier,1993-10-25,6,DANCEY,SAM,35,0,0,0,0,0,0,1,0
ottawa--vanier,1993-10-25,6,GAUTHIER,JEANROBERT,35,0,0,1,0,0,0,0,1
ottawa--vanier,1993-10-25,6,BOUCHARD,ROGER,35,0,1,0,0,0,0,0,0
ottawa--vanier,1993-10-25,6,DEJONG,FRANK,35,0,0,0,0,1,0,0,0
ottawa--vanier,1993-10-25,6,TALBOT,DAVID,35,0,1,0,0,0,0,0,0
ottawa--vanier,1993-10-25,6,DUNN,WILLIE,35,0,0,0,1,0,0,0,0
ottawa--vanier,1993-10-25,6,LAFORTUNE,SERGE,35,0,1,0,0,0,0,0,0
ottawa--vanier,1993-10-25,6,LEMIRE,MARIECHRISTINE,35,0,0,0,0,0,0,1,0
ottawa--vanier,1993-10-25,6,SAMUELS,RAYMOND,35,0,1,0,0,0,0,0,0
ottawa--vanier,1993-10-25,6,WHITE,STEVENEDWARD,35,0,1,0,0,0,0,0,0
oxford,1993-10-25,6,STRIKWERDA,HANS,35,0,1,0,0,0,0,0,0
oxford,1993-10-25,6,FINLAY,JOHN,35,0,0,1,0,0,0,0,1
oxford,1993-10-25,6,LEGGAT,PETER,35,0,1,0,0,0,0,0,0
oxford,1993-10-25,6,SARGENT,KAYE,35,0,1,0,0,0,0,0,0
oxford,1993-10-25,6,DONLEVY,MARTIN,35,0,0,0,1,0,0,0,0
oxford,1993-10-25,6,MOORE,GEORGE,35,0,1,0,0,0,0,0,0
oxford,1993-10-25,6,MOHR,JOHN,35,0,0,0,0,0,0,1,0
oxford,1993-10-25,6,KLOSLER,GEORGE,35,0,0,0,0,0,0,1,0
oxford,1993-10-25,6,RAHN,BRYANJOHN,35,0,1,0,0,0,0,0,0
parkdale--high park,1993-10-25,6,BEAVER,WANDA,35,0,1,0,0,0,0,0,0
parkdale--high park,1993-10-25,6,BAKER,DON,35,0,0,0,0,0,0,1,0
parkdale--high park,1993-10-25,6,BIEGA,STEPHENA,35,0,1,0,0,0,0,0,0
parkdale--high park,1993-10-25,6,PRIMEAU,LEE,35,0,0,0,0,0,0,1,0
parkdale--high park,1993-10-25,6,VACHON,ANDRÉ,35,0,1,0,0,0,0,0,0
parkdale--high park,1993-10-25,6,MILLER,DAVID,35,0,0,0,1,0,0,0,0
parkdale--high park,1993-10-25,6,ROY,RICHARD,35,0,0,0,0,1,0,0,0
parkdale--high park,1993-10-25,6,FIGUEROA,MIGUEL,35,0,1,0,0,0,0,0,0
parkdale--high park,1993-10-25,6,PENNINGTON,THOMASEARL,35,0,1,0,0,0,0,0,0
parkdale--high park,1993-10-25,6,BARONIKIAN,HAIG,35,0,1,0,0,0,0,0,0
parkdale--high park,1993-10-25,6,FLIS,JESSE,35,0,0,1,0,0,0,0,1
parry sound--muskoka,1993-10-25,6,DAVY,SHIRLEY,35,0,0,0,1,0,0,0,0
parry sound--muskoka,1993-10-25,6,MARSHALL,JOHN,35,0,1,0,0,0,0,0,0
parry sound--muskoka,1993-10-25,6,MITCHELL,ANDY,35,0,0,1,0,0,0,0,1
parry sound--muskoka,1993-10-25,6,JOURNEAU,JIM,35,0,1,0,0,0,0,0,0
parry sound--muskoka,1993-10-25,6,NEWMAN,JIM,35,0,0,0,0,0,0,1,0
parry sound--muskoka,1993-10-25,6,FARR,JOHN,35,0,1,0,0,0,0,0,0
parry sound--muskoka,1993-10-25,6,CLARKE,TERRY,35,0,0,0,0,0,0,1,0
parry sound--muskoka,1993-10-25,6,GUEST,RUSSELL,35,0,1,0,0,0,0,0,0
perth--wellington--waterloo,1993-10-25,6,LEVESQUE,STEPHANIE,35,0,0,0,1,0,0,0,0
perth--wellington--waterloo,1993-10-25,6,OWEN,TED,35,0,1,0,0,0,0,0,0
perth--wellington--waterloo,1993-10-25,6,BRIGHTWELL,HARRY,35,0,0,0,0,0,0,1,0
perth--wellington--waterloo,1993-10-25,6,YUNDT,JOE,35,0,1,0,0,0,0,0,0
perth--wellington--waterloo,1993-10-25,6,VANDERHEIDE,SID,35,0,1,0,0,0,0,0,0
perth--wellington--waterloo,1993-10-25,6,GERBER,JEFF,35,0,0,0,0,0,0,1,0
perth--wellington--waterloo,1993-10-25,6,RICHARDSON,JOHN,35,0,0,1,0,0,0,0,1
perth--wellington--waterloo,1993-10-25,6,LANIER,TOM,35,0,1,0,0,0,0,0,0
peterborough,1993-10-25,6,RICHARDS,MERV,35,0,0,0,1,0,0,0,0
peterborough,1993-10-25,6,ADAMS,PETER,35,0,0,1,0,0,0,0,1
peterborough,1993-10-25,6,WISEMAN,HERB,35,0,1,0,0,0,0,0,0
peterborough,1993-10-25,6,BANGMA,LEN,35,0,0,0,0,0,0,1,0
peterborough,1993-10-25,6,DOMM,BILL,35,0,0,0,0,0,0,1,0
peterborough,1993-10-25,6,CALLENDER,SANDY,35,0,1,0,0,0,0,0,0
prince edward--hastings,1993-10-25,6,VANCLIEF,LYLE,35,0,0,1,0,0,0,0,1
prince edward--hastings,1993-10-25,6,KOSMAN,CHRISTINE,35,0,1,0,0,0,0,0,0
prince edward--hastings,1993-10-25,6,FOSTER,MARJORIE,35,0,0,0,0,0,0,1,0
prince edward--hastings,1993-10-25,6,MARTIN,JIM,35,0,0,0,1,0,0,0,0
prince edward--hastings,1993-10-25,6,LAMOTHE,SIGGI,35,0,1,0,0,0,0,0,0
prince edward--hastings,1993-10-25,6,SWITZER,DAVE,35,0,1,0,0,0,0,0,0
prince edward--hastings,1993-10-25,6,HUGHES,JIM,35,0,0,0,0,0,0,1,0
renfrew--nipissing--pembroke,1993-10-25,6,QUANCE,DAPHNE,35,0,1,0,0,0,0,0,0
renfrew--nipissing--pembroke,1993-10-25,6,STEVENSON,MILTON,35,0,0,0,0,0,0,1,0
renfrew--nipissing--pembroke,1993-10-25,6,CLOUTHIER,HEC,35,0,1,0,0,0,0,0,0
renfrew--nipissing--pembroke,1993-10-25,6,CLARKE,BARBARA,35,0,0,0,1,0,0,0,0
renfrew--nipissing--pembroke,1993-10-25,6,PINNELL,EDWARD,35,0,0,0,0,0,0,1,0
renfrew--nipissing--pembroke,1993-10-25,6,HOPKINS,LEN,35,0,0,1,0,0,0,0,1
renfrew--nipissing--pembroke,1993-10-25,6,REID,MURRAY,35,0,1,0,0,0,0,0,0
rosedale,1993-10-25,6,LAYTON,JACK,35,0,0,0,1,0,0,0,0
rosedale,1993-10-25,6,JOVKOVIC,DANIEL,35,0,0,0,0,0,0,1,0
rosedale,1993-10-25,6,D'AUDIBERT-GARCIEN,YANNPATRICE,35,0,1,0,0,0,0,0,0
rosedale,1993-10-25,6,RUTCHINSKI,STEVE,35,0,1,0,0,0,0,0,0
rosedale,1993-10-25,6,MACDONALD,DAVID,35,0,0,0,0,0,0,1,0
rosedale,1993-10-25,6,LANIGAN,MARTIN,35,0,1,0,0,0,0,0,0
rosedale,1993-10-25,6,HENNING,DOUG,35,0,1,0,0,0,0,0,0
rosedale,1993-10-25,6,GRAHAM,BILL,35,0,0,1,0,0,0,0,1
rosedale,1993-10-25,6,HUNTER,LESLIE,35,0,0,0,0,1,0,0,0
rosedale,1993-10-25,6,GIBBONS,LINDADALE,35,0,1,0,0,0,0,0,0
sarnia--lambton,1993-10-25,6,JAMES,KEN,35,0,0,0,0,0,0,1,0
sarnia--lambton,1993-10-25,6,BOURKE,SHANNONM,35,0,1,0,0,0,0,0,0
sarnia--lambton,1993-10-25,6,DUKE,LOUIS,35,0,1,0,0,0,0,0,0
sarnia--lambton,1993-10-25,6,GALLAWAY,ROGER,35,0,0,1,0,0,0,0,1
sarnia--lambton,1993-10-25,6,O'DELL,DOUG,35,0,1,0,0,0,0,0,0
sarnia--lambton,1993-10-25,6,ELLIOT,JOHNKENNETH,35,0,1,0,0,0,0,0,0
sarnia--lambton,1993-10-25,6,BROGDEN,BRUCE,35,0,0,0,0,0,0,1,0
sarnia--lambton,1993-10-25,6,FOLEY,JULIE,35,0,0,0,1,0,0,0,0
sault ste. marie,1993-10-25,6,EVANS,CHRIS,35,0,1,0,0,0,0,0,0
sault ste. marie,1993-10-25,6,MATHEWSON,PAUL,35,0,0,0,0,0,0,1,0
sault ste. marie,1993-10-25,6,IRWIN,RON,35,0,0,1,0,0,0,0,1
sault ste. marie,1993-10-25,6,ROESS,HENRYA,35,0,1,0,0,0,0,0,0
sault ste. marie,1993-10-25,6,NORI,GERRY,35,0,0,0,0,0,0,1,0
sault ste. marie,1993-10-25,6,BUTLAND,STEVE,35,0,0,0,1,0,0,0,0
scarborough centre,1993-10-25,6,TREMBLAY,FRANCE,35,0,1,0,0,0,0,0,0
scarborough centre,1993-10-25,6,CANNIS,JOHN,35,0,0,1,0,0,0,0,1
scarborough centre,1993-10-25,6,LAM,STEVEN,35,0,1,0,0,0,0,0,0
scarborough centre,1993-10-25,6,DANCE,GEORGE,35,0,1,0,0,0,0,0,0
scarborough centre,1993-10-25,6,MAZEROLLE,DENISA,35,0,1,0,0,0,0,0,0
scarborough centre,1993-10-25,6,BROWES,PAULINE,35,0,0,0,0,0,0,1,0
scarborough centre,1993-10-25,6,GORDON,DAVID,35,0,1,0,0,0,0,0,0
scarborough centre,1993-10-25,6,SCHILLING,JEAN,35,0,1,0,0,0,0,0,0
scarborough centre,1993-10-25,6,POPE,JOHN,35,0,0,0,0,0,0,1,0
scarborough centre,1993-10-25,6,HUNTER,GUY,35,0,0,0,1,0,0,0,0
scarborough east,1993-10-25,6,GLOVER,DAVID,35,0,1,0,0,0,0,0,0
scarborough east,1993-10-25,6,OTTENBREIT,DOUG,35,0,0,0,1,0,0,0,0
scarborough east,1993-10-25,6,WORTHINGTON,JAMESNORTON,35,0,1,0,0,0,0,0,0
scarborough east,1993-10-25,6,PETERS,DOUG,35,0,0,1,0,0,0,0,1
scarborough east,1993-10-25,6,JAMES,LOISJEAN,35,0,0,0,0,1,0,0,0
scarborough east,1993-10-25,6,COULTER,CAROLANNE,35,0,1,0,0,0,0,0,0
scarborough east,1993-10-25,6,MCINTOSH,JIM,35,0,1,0,0,0,0,0,0
scarborough east,1993-10-25,6,KEENE,D'ARCY,35,0,0,0,0,0,0,1,0
scarborough east,1993-10-25,6,FLINT,RANDALL,35,0,0,0,0,0,0,1,0
scarborough west,1993-10-25,6,STACKHOUSE,REG,35,0,0,0,0,0,0,1,0
scarborough west,1993-10-25,6,MACLEOD,JIM,35,0,0,0,0,1,0,0,0
scarborough west,1993-10-25,6,WAPPEL,TOM,35,0,0,1,0,0,0,0,1
scarborough west,1993-10-25,6,ROBINS,RON,35,0,1,0,0,0,0,0,0
scarborough west,1993-10-25,6,MORTON,ALFRED,35,0,1,0,0,0,0,0,0
scarborough west,1993-10-25,6,GOGAN,GREG,35,0,1,0,0,0,0,0,0
scarborough west,1993-10-25,6,MILLARD,AUBREY,35,0,0,0,0,0,0,1,0
scarborough west,1993-10-25,6,THOMAS,STEVE,35,0,0,0,1,0,0,0,0
scarborough--agincourt,1993-10-25,6,GREEN,MICHAEL,35,0,1,0,0,0,0,0,0
scarborough--agincourt,1993-10-25,6,THAKORE,SP,35,0,1,0,0,0,0,0,0
scarborough--agincourt,1993-10-25,6,MCBRIDE,ANNEC,35,0,1,0,0,0,0,0,0
scarborough--agincourt,1993-10-25,6,ENG,BEN,35,0,0,0,0,0,0,1,0
scarborough--agincourt,1993-10-25,6,GIBB,CYRIL,35,0,0,0,0,0,0,1,0
scarborough--agincourt,1993-10-25,6,MORRISON,BILL,35,0,1,0,0,0,0,0,0
scarborough--agincourt,1993-10-25,6,NORD,BRUCE,35,0,1,0,0,0,0,0,0
scarborough--agincourt,1993-10-25,6,PEREZ,JOEJOSÉ,35,0,0,0,1,0,0,0,0
scarborough--agincourt,1993-10-25,6,KARYGIANNIS,JIM,35,0,0,1,0,0,0,0,1
scarborough--rouge river,1993-10-25,6,NG,PAUL,35,0,0,0,0,0,0,1,0
scarborough--rouge river,1993-10-25,6,CAFÉ,LOUCAS,35,0,1,0,0,0,0,0,0
scarborough--rouge river,1993-10-25,6,KENNY,DAVID,35,0,1,0,0,0,0,0,0
scarborough--rouge river,1993-10-25,6,BENN,ORRINO,35,0,0,0,1,0,0,0,0
scarborough--rouge river,1993-10-25,6,BREWER,ERICJ,35,0,1,0,0,0,0,0,0
scarborough--rouge river,1993-10-25,6,KALEVAR,CHAI,35,0,1,0,0,0,0,0,0
scarborough--rouge river,1993-10-25,6,MOHAMED,GULAM,35,0,1,0,0,0,0,0,0
scarborough--rouge river,1993-10-25,6,SAUNDERS,LES,35,0,0,0,0,0,0,1,0
scarborough--rouge river,1993-10-25,6,LEE,DEREK,35,0,0,1,0,0,0,0,1
simcoe centre,1993-10-25,6,CARTER,GENE,35,0,1,0,0,0,0,0,0
simcoe centre,1993-10-25,6,GREGORY,JOHN,35,0,1,0,0,0,0,0,0
simcoe centre,1993-10-25,6,JAGGES,DOUG,35,0,0,0,0,0,0,1,0
simcoe centre,1993-10-25,6,TOMLINS,ANNMARIE,35,0,1,0,0,0,0,0,0
simcoe centre,1993-10-25,6,PETERS,PAT,35,0,0,0,1,0,0,0,0
simcoe centre,1993-10-25,6,HARPER,ED,35,0,0,0,0,0,0,1,1
simcoe centre,1993-10-25,6,BUSCH,CRAIG,35,0,1,0,0,0,0,0,0
simcoe centre,1993-10-25,6,CARSON,JOHNK,35,0,1,0,0,0,0,0,0
simcoe centre,1993-10-25,6,RAMSAY,MIKE,35,0,1,0,0,0,0,0,0
simcoe centre,1993-10-25,6,LAKING,JANICE,35,0,0,1,0,0,0,0,0
simcoe north,1993-10-25,6,LEWIS,DOUG,35,0,0,0,0,0,0,1,0
simcoe north,1993-10-25,6,MITZAK,MARSHA,35,0,0,0,1,0,0,0,0
simcoe north,1993-10-25,6,EDWARDS,BOBBYJOE,35,0,1,0,0,0,0,0,0
simcoe north,1993-10-25,6,STEWART,BRIAN,35,0,1,0,0,0,0,0,0
simcoe north,1993-10-25,6,DEVILLERS,PAUL,35,0,0,1,0,0,0,0,1
simcoe north,1993-10-25,6,FOSTER,GARRY,35,0,1,0,0,0,0,0,0
simcoe north,1993-10-25,6,LYONS,RAY,35,0,0,0,0,0,0,1,0
st. catharines,1993-10-25,6,BYLSMA,DAVIDW,35,0,1,0,0,0,0,0,0
st. catharines,1993-10-25,6,HUGHES,JANE,35,0,0,0,1,0,0,0,0
st. catharines,1993-10-25,6,ATKINSON,KEN,35,0,0,0,0,0,0,1,0
st. catharines,1993-10-25,6,HESP,ROB,35,0,0,0,0,0,0,1,0
st. catharines,1993-10-25,6,DOUCET,KEVIN,35,0,1,0,0,0,0,0,0
st. catharines,1993-10-25,6,LASTEWKA,WALT,35,0,0,1,0,0,0,0,1
st. paul's,1993-10-25,6,JACOBS,DAVID,35,0,0,0,1,0,0,0,0
st. paul's,1993-10-25,6,GODLEWSKI,MARIO,35,0,1,0,0,0,0,0,0
st. paul's,1993-10-25,6,GERSHUNY,DAVID,35,0,1,0,0,0,0,0,0
st. paul's,1993-10-25,6,JOYCE,MARIONVELMA,35,0,1,0,0,0,0,0,0
st. paul's,1993-10-25,6,TWOSE,MIKE,35,0,1,0,0,0,0,0,0
st. paul's,1993-10-25,6,BASSETT,ISABEL,35,0,0,0,0,0,0,1,0
st. paul's,1993-10-25,6,CHAPLIN,PAUL,35,0,0,0,0,0,0,1,0
st. paul's,1993-10-25,6,CAMPBELL,BARRY,35,0,0,1,0,0,0,0,1
st. paul's,1993-10-25,6,CONRAD,JIM,35,0,1,0,0,0,0,0,0
st. paul's,1993-10-25,6,HARRIS,JIM,35,0,0,0,0,1,0,0,0
st. paul's,1993-10-25,6,WEBERG,RICKC,35,0,1,0,0,0,0,0,0
st. paul's,1993-10-25,6,STENHOUSE,RICK,35,0,1,0,0,0,0,0,0
stormont--dundas,1993-10-25,6,KILGER,BOB,35,0,0,1,0,0,0,0,1
stormont--dundas,1993-10-25,6,MOSS,DAVID,35,0,0,0,1,0,0,0,0
stormont--dundas,1993-10-25,6,BOYLE,ANDY,35,0,1,0,0,0,0,0,0
stormont--dundas,1993-10-25,6,CAMPBELL,IAN,35,0,1,0,0,0,0,0,0
stormont--dundas,1993-10-25,6,AULT,LESLIE,35,0,0,0,0,0,0,1,0
stormont--dundas,1993-10-25,6,TURNER,ANNETTE,35,0,0,0,0,0,0,1,0
stormont--dundas,1993-10-25,6,LANDRY,REGINALD,35,0,1,0,0,0,0,0,0
sudbury,1993-10-25,6,CHISLETT,PAULH,35,0,1,0,0,0,0,0,0
sudbury,1993-10-25,6,MARLEAU,DIANE,35,0,0,1,0,0,0,0,1
sudbury,1993-10-25,6,BLENKINSOP,ROSEMARIE,35,0,0,0,1,0,0,0,0
sudbury,1993-10-25,6,LAMOUREUX,MAURICE,35,0,0,0,0,0,0,1,0
sudbury,1993-10-25,6,SHAW,DAVID,35,0,1,0,0,0,0,0,0
sudbury,1993-10-25,6,SMITH,MIKE,35,0,0,0,0,0,0,1,0
sudbury,1993-10-25,6,CHRISTIANSEN,BILLIE,35,0,1,0,0,0,0,0,0
sudbury,1993-10-25,6,GOUIN,RICHARDLIONEL,35,0,1,0,0,0,0,0,0
sudbury,1993-10-25,6,POKONZIE,ED,35,0,1,0,0,0,0,0,0
thunder bay--atikokan,1993-10-25,6,ANGUS,IAIN,35,0,0,0,1,0,0,0,0
thunder bay--atikokan,1993-10-25,6,DROMISKY,STAN,35,0,0,1,0,0,0,0,1
thunder bay--atikokan,1993-10-25,6,GIBBONS,COLYNE,35,0,0,0,0,0,0,1,0
thunder bay--atikokan,1993-10-25,6,STEHMANN,TONY,35,0,0,0,0,0,0,1,0
thunder bay--nipigon,1993-10-25,6,COMUZZI,JOE,35,0,0,1,0,0,0,0,1
thunder bay--nipigon,1993-10-25,6,HILL,WAYNE,35,0,1,0,0,0,0,0,0
thunder bay--nipigon,1993-10-25,6,HOGARTH,MARLENE,35,0,0,0,0,0,0,1,0
thunder bay--nipigon,1993-10-25,6,RAMSAY,DAVID,35,0,0,0,1,0,0,0,0
thunder bay--nipigon,1993-10-25,6,AALTO,BRIAN,35,0,1,0,0,0,0,0,0
thunder bay--nipigon,1993-10-25,6,REYNOLDS,BOB,35,0,0,0,0,0,0,1,0
timiskaming--french-river,1993-10-25,6,BÉLANGER,ANNE,35,0,1,0,0,0,0,0,0
timiskaming--french-river,1993-10-25,6,MANTHA,BOB,35,0,0,0,0,0,0,1,0
timiskaming--french-river,1993-10-25,6,LOUIE,DAN,35,0,0,0,0,0,0,1,0
timiskaming--french-river,1993-10-25,6,SERRÉ,BEN,35,0,0,1,0,0,0,0,1
timiskaming--french-river,1993-10-25,6,YEE,STEVE,35,0,0,0,1,0,0,0,0
timiskaming--french-river,1993-10-25,6,WHITMAN,GARY,35,0,1,0,0,0,0,0,0
timmins--chapleau,1993-10-25,6,MURPHY,JOHN,35,0,0,0,0,0,0,1,0
timmins--chapleau,1993-10-25,6,THALHEIMER,PETER,35,0,0,1,0,0,0,0,1
timmins--chapleau,1993-10-25,6,BEAUMONT,TILTON,35,0,1,0,0,0,0,0,0
timmins--chapleau,1993-10-25,6,SAMSON,CID,35,0,0,0,1,0,0,0,0
timmins--chapleau,1993-10-25,6,LEFEBVRE,BEN,35,0,1,0,0,0,0,0,0
timmins--chapleau,1993-10-25,6,LOCAS,RONALD,35,0,1,0,0,0,0,0,0
trinity--spadina,1993-10-25,6,MARTIN,ROBERT,35,0,1,0,0,0,0,0,0
trinity--spadina,1993-10-25,6,DESCHAMPS,FERNAND,35,0,1,0,0,0,0,0,0
trinity--spadina,1993-10-25,6,KUTNEY,PATRICK,35,0,1,0,0,0,0,0,0
trinity--spadina,1993-10-25,6,MONACO,LEE,35,0,0,0,0,0,0,1,0
trinity--spadina,1993-10-25,6,BARKER,PAUL,35,0,1,0,0,0,0,0,0
trinity--spadina,1993-10-25,6,LOFTUS,PETER,35,0,0,0,0,0,0,1,0
trinity--spadina,1993-10-25,6,LEA,CHRIS,35,0,0,0,0,1,0,0,0
trinity--spadina,1993-10-25,6,IANNO,TONY,35,0,0,1,0,0,0,0,1
trinity--spadina,1993-10-25,6,NG,WINNIE,35,0,0,0,1,0,0,0,0
trinity--spadina,1993-10-25,6,DEANS,ASHLEYJAMES,35,0,1,0,0,0,0,0,0
victoria--haliburton,1993-10-25,6,OLITO,CHARLES,35,0,1,0,0,0,0,0,0
victoria--haliburton,1993-10-25,6,WATERHOUSE,DONALD,35,0,1,0,0,0,0,0,0
victoria--haliburton,1993-10-25,6,CHESTER,LORNEEDWARD,35,0,0,0,0,0,0,1,0
victoria--haliburton,1993-10-25,6,VAINIO,CATHY,35,0,0,0,1,0,0,0,0
victoria--haliburton,1993-10-25,6,O'REILLY,JOHN,35,0,0,1,0,0,0,0,1
victoria--haliburton,1993-10-25,6,HETHERINGTON,DAVID,35,0,1,0,0,0,0,0,0
victoria--haliburton,1993-10-25,6,DRAINVILLE,DENNIS,35,0,1,0,0,0,0,0,0
victoria--haliburton,1993-10-25,6,DEVOLIN,BARRY,35,0,0,0,0,0,0,1,0
victoria--haliburton,1993-10-25,6,DOYLE,MARTIN,35,0,1,0,0,0,0,0,0
waterloo,1993-10-25,6,WOOLSTENCROFT,LYNNE,35,0,0,0,0,0,0,1,0
waterloo,1993-10-25,6,KRYN,TED,35,0,1,0,0,0,0,0,0
waterloo,1993-10-25,6,TELEGDI,ANDREW,35,0,0,1,0,0,0,0,1
waterloo,1993-10-25,6,CONNOLLY,MIKE,35,0,0,0,0,0,0,1,0
waterloo,1993-10-25,6,HUSCHKASPRAGUE,RITA,35,0,1,0,0,0,0,0,0
waterloo,1993-10-25,6,WATSON,BLAINEP,35,0,1,0,0,0,0,0,0
waterloo,1993-10-25,6,PIATKOWSKI,SCOTT,35,0,0,0,1,0,0,0,0
waterloo,1993-10-25,6,FAITHFUL,DONPHILIP,35,0,1,0,0,0,0,0,0
welland--st. catharines--thorold,1993-10-25,6,FANNON,JIM,35,0,0,0,0,1,0,0,0
welland--st. catharines--thorold,1993-10-25,6,JOHNSTONE,DON,35,0,0,0,0,0,0,1,0
welland--st. catharines--thorold,1993-10-25,6,PARENT,GILBERT,35,0,0,1,0,0,0,0,1
welland--st. catharines--thorold,1993-10-25,6,ST.AMAND,TERRY,35,0,0,0,0,0,0,1,0
welland--st. catharines--thorold,1993-10-25,6,DOUCET,LEONARD,35,0,1,0,0,0,0,0,0
welland--st. catharines--thorold,1993-10-25,6,AMOS,LAUREEN,35,0,1,0,0,0,0,0,0
welland--st. catharines--thorold,1993-10-25,6,DOBRUCKI,ROB,35,0,0,0,1,0,0,0,0
wellington--grey--dufferin--simcoe,1993-10-25,6,GREENLAND,BOB,35,0,0,0,0,0,0,1,0
wellington--grey--dufferin--simcoe,1993-10-25,6,FRANCIS,SARA,35,0,0,0,0,1,0,0,0
wellington--grey--dufferin--simcoe,1993-10-25,6,HEFFERNAN,DAN,35,0,0,0,1,0,0,0,0
wellington--grey--dufferin--simcoe,1993-10-25,6,BEATTY,PERRIN,35,0,0,0,0,0,0,1,0
wellington--grey--dufferin--simcoe,1993-10-25,6,CALDER,MURRAY,35,0,0,1,0,0,0,0,1
willowdale,1993-10-25,6,MCKENZIE,JEWEEL,35,0,1,0,0,0,0,0,0
willowdale,1993-10-25,6,PETERSON,JIM,35,0,0,1,0,0,0,0,1
willowdale,1993-10-25,6,DUBINSKY,MIKE,35,0,1,0,0,0,0,0,0
willowdale,1993-10-25,6,SMITH,OWEN,35,0,1,0,0,0,0,0,0
willowdale,1993-10-25,6,MARON,MARY,35,0,0,0,1,0,0,0,0
willowdale,1993-10-25,6,OOSTROM,JOHN,35,0,0,0,0,0,0,1,0
willowdale,1993-10-25,6,WELBOURN,GERRY,35,0,0,0,0,0,0,1,0
willowdale,1993-10-25,6,GOLDSTEIN,SHELLEY,35,0,1,0,0,0,0,0,0
willowdale,1993-10-25,6,SALSBERG,TOM,35,0,0,0,0,1,0,0,0
windsor west,1993-10-25,6,DECTER,LARRY,35,0,1,0,0,0,0,0,0
windsor west,1993-10-25,6,FRIESEN,DAN,35,0,0,0,0,0,0,1,0
windsor west,1993-10-25,6,ATKINSON,SARAH,35,0,0,0,0,1,0,0,0
windsor west,1993-10-25,6,POPE,ROSE,35,0,1,0,0,0,0,0,0
windsor west,1993-10-25,6,CARASCO,EMILY,35,0,0,0,1,0,0,0,0
windsor west,1993-10-25,6,SKINNER,BRETT,35,0,0,0,0,0,0,1,0
windsor west,1993-10-25,6,CRUISE,ROBERTA,35,0,1,0,0,0,0,0,0
windsor west,1993-10-25,6,GRAY,HERB,35,0,0,1,0,0,0,0,1
windsor west,1993-10-25,6,STEPTOE,BILL,35,0,1,0,0,0,0,0,0
windsor--st. clair,1993-10-25,6,MCCURDY,HOWARD,35,0,0,0,1,0,0,0,0
windsor--st. clair,1993-10-25,6,MONIATOWICZ,STEPHANIE,35,0,1,0,0,0,0,0,0
windsor--st. clair,1993-10-25,6,COHEN,SHAUGHNESSY,35,0,0,1,0,0,0,0,1
windsor--st. clair,1993-10-25,6,BHARMAL,AYESHAF,35,0,1,0,0,0,0,0,0
windsor--st. clair,1993-10-25,6,HARVEY,STEPHEN,35,0,0,0,0,1,0,0,0
windsor--st. clair,1993-10-25,6,NOVINI,GREG,35,0,0,0,0,0,0,1,0
windsor--st. clair,1993-10-25,6,PORTER,TOM,35,0,0,0,0,0,0,1,0
windsor--st. clair,1993-10-25,6,WOODYARD,DALE,35,0,1,0,0,0,0,0,0
york centre,1993-10-25,6,LIPRETI,PETER,35,0,1,0,0,0,0,0,0
york centre,1993-10-25,6,EGGLETON,ART,35,0,0,1,0,0,0,0,1
york centre,1993-10-25,6,JOHNSTON,DIANE,35,0,1,0,0,0,0,0,0
york centre,1993-10-25,6,DUBÉ,LINDA,35,0,1,0,0,0,0,0,0
york centre,1993-10-25,6,BECK,JOHN,35,0,0,0,0,0,0,1,0
york centre,1993-10-25,6,QUINN,DOUGLAS,35,0,1,0,0,0,0,0,0
york centre,1993-10-25,6,LOEB,KURT,35,0,1,0,0,0,0,0,0
york centre,1993-10-25,6,ELLIS,ISRAEL,35,0,0,0,1,0,0,0,0
york centre,1993-10-25,6,ARMOUR,RANDY,35,0,1,0,0,0,0,0,0
york centre,1993-10-25,6,TSIOLIS,GEORGE,35,0,0,0,0,0,0,1,0
york centre,1993-10-25,6,JONES,ALAN,35,0,0,0,0,1,0,0,0
york north,1993-10-25,6,FOSTER,WAYNE,35,0,1,0,0,0,0,0,0
york north,1993-10-25,6,EDE,ROBERT,35,0,1,0,0,0,0,0,0
york north,1993-10-25,6,D'ANGELA,DARIO,35,0,0,0,0,0,0,1,0
york north,1993-10-25,6,KESTEIN,BEN,35,0,1,0,0,0,0,0,0
