,riding,electiondate,provincecode,lastname,firstname,parliament,byelec,other,lib,ndp,green,bloc,allcons,won,score
2935,calgary southeast,2008-10-14,1,WILLOTT,CHRIS,40,0,0,0,1,0,0,0,0,0.0
2936,calgary southeast,2008-10-14,1,KENNEY,JASON,40,0,0,0,0,0,0,1,1,0.0
2937,calgary southwest,2008-10-14,1,YOUNG,DENNIS,40,0,1,0,0,0,0,0,0,0.0
2938,calgary southwest,2008-10-14,1,HEFFERNAN,HOLLY,40,0,0,0,1,0,0,0,0,0.0
2939,calgary southwest,2008-10-14,1,HEATHER,LARRYR,40,0,1,0,0,0,0,0,0,0.0
2940,calgary southwest,2008-10-14,1,LAMONTAGNE,MARLENE,40,0,0,1,0,0,0,0,0,2.0
2941,calgary southwest,2008-10-14,1,CHRISTIE,KELLY,40,0,0,0,0,1,0,0,0,1.0
2942,calgary southwest,2008-10-14,1,HARPER,STEPHEN,40,0,0,0,0,0,0,1,1,3.0
2943,calgary west,2008-10-14,1,SCHMIDT,KIRK,40,0,1,0,0,0,0,0,0,3.0
2944,calgary west,2008-10-14,1,POLLOCK,JENNIFER,40,0,0,1,0,0,0,0,0,3.0
2945,calgary west,2008-10-14,1,PHELPSBONDAROFF,TEALE,40,0,0,0,1,0,0,0,0,0.0
2946,calgary west,2008-10-14,1,ANDERS,ROB,40,0,0,0,0,0,0,1,1,0.0
2947,calgary west,2008-10-14,1,VACHON,ANDRÉ,40,0,1,0,0,0,0,0,0,3.0
2948,calgary west,2008-10-14,1,WEEKS,RANDY,40,0,0,0,0,1,0,0,0,0.0
2949,calgary--nose hill,2008-10-14,1,NEWMAN,ANOUSH,40,0,0,1,0,0,0,0,0,0.0
2950,calgary--nose hill,2008-10-14,1,SUNDBERG,STEPHANIE,40,0,0,0,1,0,0,0,0,2.0
2951,calgary--nose hill,2008-10-14,1,HAJJ,TONY,40,0,0,0,0,1,0,0,0,0.0
2952,calgary--nose hill,2008-10-14,1,ABLONCZY,DIANE,40,0,0,0,0,0,0,1,1,3.0
2953,crowfoot,2008-10-14,1,HOWE,SHARONL,40,0,0,1,0,0,0,0,0,2.0
2954,crowfoot,2008-10-14,1,PARKER,ELLEN,40,0,0,0,1,0,0,0,0,0.0
2955,crowfoot,2008-10-14,1,SORENSON,KEVIN,40,0,0,0,0,0,0,1,1,3.0
2956,crowfoot,2008-10-14,1,KETTENBACH,KAITLIN,40,0,0,0,0,1,0,0,0,0.0
2957,edmonton centre,2008-10-14,1,MARTYN,DONNA,40,0,0,0,1,0,0,0,0,3.0
2958,edmonton centre,2008-10-14,1,WACHOWICH,JIM,40,0,0,1,0,0,0,0,0,0.0
2959,edmonton centre,2008-10-14,1,MORTON,PEGGY,40,0,1,0,0,0,0,0,0,3.0
2960,edmonton centre,2008-10-14,1,PARKER,DAVIDJAMES,40,0,0,0,0,1,0,0,0,0.0
2961,edmonton centre,2008-10-14,1,HAWN,LAURIE,40,0,0,0,0,0,0,1,1,0.0
2962,edmonton east,2008-10-14,1,GOLDRING,PETER,40,0,0,0,0,0,0,1,1,0.0
2963,edmonton east,2008-10-14,1,MARTIN,RAY,40,0,0,0,1,0,0,0,0,1.0
2964,edmonton east,2008-10-14,1,LASKOSKI,STEPHANIE,40,0,0,1,0,0,0,0,0,5.0
2965,edmonton east,2008-10-14,1,CAPNERHURST,TREY,40,0,0,0,0,1,0,0,0,0.0
2966,edmonton--leduc,2008-10-14,1,RAZGA,HANA,40,0,0,0,1,0,0,0,0,0.0
2967,edmonton--leduc,2008-10-14,1,KENNEDY,VALERIE,40,0,0,0,0,1,0,0,0,0.0
2968,edmonton--leduc,2008-10-14,1,SMITH,DONNALYNN,40,0,0,1,0,0,0,0,0,3.0
2969,edmonton--leduc,2008-10-14,1,RAJOTTE,JAMES,40,0,0,0,0,0,0,1,1,2.0
2970,edmonton--mill woods--beaumont,2008-10-14,1,RANKIN,NAOMI,40,0,1,0,0,0,0,0,0,3.0
2971,edmonton--mill woods--beaumont,2008-10-14,1,SAROYA,INDIRA,40,0,0,1,0,0,0,0,0,0.0
2972,edmonton--mill woods--beaumont,2008-10-14,1,BUTLER,MIKE,40,0,0,0,1,0,0,0,0,0.0
2973,edmonton--mill woods--beaumont,2008-10-14,1,HRUSHKA,DAVIDALLAN,40,0,0,0,0,1,0,0,0,0.0
2974,edmonton--mill woods--beaumont,2008-10-14,1,LAKE,MIKE,40,0,0,0,0,0,0,1,1,0.0
2975,edmonton--sherwood park,2008-10-14,1,UPPAL,TIM,40,0,0,0,0,0,0,1,1,0.0
2976,edmonton--sherwood park,2008-10-14,1,LABELLE,BRIAN,40,0,0,0,1,0,0,0,0,2.0
2977,edmonton--sherwood park,2008-10-14,1,SZOSTAK,RICK,40,0,0,1,0,0,0,0,0,0.0
2978,edmonton--sherwood park,2008-10-14,1,FORD,JAMES,40,0,1,0,0,0,0,0,0,0.0
2979,edmonton--sherwood park,2008-10-14,1,ERFANI,NINA,40,0,0,0,0,1,0,0,0,3.0
2980,edmonton--spruce grove,2008-10-14,1,WALKER,WENDY,40,0,0,0,0,1,0,0,0,3.0
2981,edmonton--spruce grove,2008-10-14,1,PHILLIPS,BARB,40,0,0,0,1,0,0,0,0,2.0
2982,edmonton--spruce grove,2008-10-14,1,AUSTIN,CHRIS,40,0,0,1,0,0,0,0,0,0.0
2983,edmonton--spruce grove,2008-10-14,1,AMBROSE,RONA,40,0,0,0,0,0,0,1,1,0.0
2984,edmonton--st. albert,2008-10-14,1,SLEIMAN,SAM,40,0,0,1,0,0,0,0,0,0.0
2985,edmonton--st. albert,2008-10-14,1,BURKHART,DAVE,40,0,0,0,1,0,0,0,0,0.0
2986,edmonton--st. albert,2008-10-14,1,JOHNSTON,PETER,40,0,0,0,0,1,0,0,0,2.0
2987,edmonton--st. albert,2008-10-14,1,RATHGEBER,BRENT,40,0,0,0,0,0,0,1,1,3.0
2988,edmonton--strathcona,2008-10-14,1,DUNCAN,LINDA,40,0,0,0,1,0,0,0,1,1.0
2989,edmonton--strathcona,2008-10-14,1,JAFFER,RAHIM,40,0,0,0,0,0,0,1,0,0.0
2990,edmonton--strathcona,2008-10-14,1,THRALL,JANE,40,0,0,0,0,1,0,0,0,0.0
2991,edmonton--strathcona,2008-10-14,1,ROY,CLAUDETTE,40,0,0,1,0,0,0,0,0,3.0
2992,edmonton--strathcona,2008-10-14,1,HUNTER,KEVAN,40,0,1,0,0,0,0,0,0,2.0
2993,fort mcmurray--athabasca,2008-10-14,1,VOYAGEUR,MARK,40,0,0,0,1,0,0,0,0,0.0
2994,fort mcmurray--athabasca,2008-10-14,1,MALCOLM,JOHN,40,0,1,0,0,0,0,0,0,0.0
2995,fort mcmurray--athabasca,2008-10-14,1,STRYDHORST,JACOB,40,0,1,0,0,0,0,0,0,0.0
2996,fort mcmurray--athabasca,2008-10-14,1,REIMER,SHAWN,40,0,1,0,0,0,0,0,0,0.0
2997,fort mcmurray--athabasca,2008-10-14,1,WEBB,JOHN,40,0,0,1,0,0,0,0,0,3.0
2998,fort mcmurray--athabasca,2008-10-14,1,RICHARDS,DYLAN,40,0,0,0,0,1,0,0,0,0.0
2999,fort mcmurray--athabasca,2008-10-14,1,JEAN,BRIAN,40,0,0,0,0,0,0,1,1,0.0
3000,lethbridge,2008-10-14,1,CAPP,GEOFFREY,40,0,1,0,0,0,0,0,0,5.0
3001,lethbridge,2008-10-14,1,SANDILANDS,MARK,40,0,0,0,1,0,0,0,0,0.0
3002,lethbridge,2008-10-14,1,CORMICAN,MICHAELJOSEPH,40,0,0,1,0,0,0,0,0,0.0
3003,lethbridge,2008-10-14,1,CASSON,RICK,40,0,0,0,0,0,0,1,1,1.0
3004,lethbridge,2008-10-14,1,SWAGAR,AMANDA,40,0,0,0,0,1,0,0,0,0.0
3005,macleod,2008-10-14,1,MENZIES,TED,40,0,0,0,0,0,0,1,1,0.0
3006,macleod,2008-10-14,1,SLINGERLAND,MARC,40,0,1,0,0,0,0,0,0,4.0
3007,macleod,2008-10-14,1,MCCOLLUM,JARED,40,0,0,0,0,1,0,0,0,0.0
3008,macleod,2008-10-14,1,KNOWLTON,STAN,40,0,0,0,1,0,0,0,0,0.0
3009,macleod,2008-10-14,1,PAYNTER,ISABEL,40,0,0,1,0,0,0,0,0,2.0
3010,medicine hat,2008-10-14,1,BOTTER,BEV,40,0,0,1,0,0,0,0,0,2.0
3011,medicine hat,2008-10-14,1,PAYNE,LAVAR,40,0,0,0,0,0,0,1,1,0.0
3012,medicine hat,2008-10-14,1,SHOCK,DEAN,40,0,1,0,0,0,0,0,0,0.0
3013,medicine hat,2008-10-14,1,PATRICK,DAVIDS,40,0,1,0,0,0,0,0,0,0.0
3014,medicine hat,2008-10-14,1,REGEHR,WALLY,40,0,0,0,1,0,0,0,0,1.0
3015,medicine hat,2008-10-14,1,DODD,KEVIN,40,0,0,0,0,1,0,0,0,3.0
3016,medicine hat,2008-10-14,1,VANDESTROET,FRANS,40,0,1,0,0,0,0,0,0,0.0
3017,peace river,2008-10-14,1,VILLEBRUN,JENNIFER,40,0,0,0,0,1,0,0,0,0.0
3018,peace river,2008-10-14,1,MAISONNEUVE,LILIANE,40,0,0,1,0,0,0,0,0,6.0
3019,peace river,2008-10-14,1,SIMARD,MÉLANIE,40,0,1,0,0,0,0,0,0,0.0
3020,peace river,2008-10-14,1,SIGGELKOW,EDWIN,40,0,1,0,0,0,0,0,0,0.0
3021,peace river,2008-10-14,1,BOUCHERRYMHS,ADELE,40,0,0,0,1,0,0,0,0,0.0
3022,peace river,2008-10-14,1,WARKENTIN,CHRIS,40,0,0,0,0,0,0,1,1,0.0
3023,red deer,2008-10-14,1,SOMERVILLE,STUART,40,0,0,0,1,0,0,0,0,0.0
3024,red deer,2008-10-14,1,BEDFORD,EVAN,40,0,0,0,0,1,0,0,0,0.0
3025,red deer,2008-10-14,1,MARKS,GARFIELD,40,0,0,1,0,0,0,0,0,4.0
3026,red deer,2008-10-14,1,DREESHEN,EARL,40,0,0,0,0,0,0,1,1,0.0
3027,vegreville--wainwright,2008-10-14,1,MUNSEY,WILLIAM,40,0,0,0,0,1,0,0,0,2.0
3028,vegreville--wainwright,2008-10-14,1,BENOIT,LEON,40,0,0,0,0,0,0,1,1,3.0
3029,vegreville--wainwright,2008-10-14,1,STONE,RAY,40,0,0,0,1,0,0,0,0,0.0
3030,vegreville--wainwright,2008-10-14,1,CAMPBELL,ADAM,40,0,0,1,0,0,0,0,0,0.0
3031,westlock--st. paul,2008-10-14,1,HOULE,LEILA,40,0,0,1,0,0,0,0,0,0.0
3032,westlock--st. paul,2008-10-14,1,STORSETH,BRIAN,40,0,0,0,0,0,0,1,1,2.0
3033,westlock--st. paul,2008-10-14,1,DRURY,DELLA,40,0,0,0,1,0,0,0,0,0.0
3034,westlock--st. paul,2008-10-14,1,MURPHY,ADEN,40,0,0,0,0,1,0,0,0,0.0
3035,westlock--st. paul,2008-10-14,1,HOFSTEDE,SIP,40,0,1,0,0,0,0,0,0,3.0
3036,wetaskiwin,2008-10-14,1,ROBSON,TIM,40,0,0,0,1,0,0,0,0,0.0
3037,wetaskiwin,2008-10-14,1,DILLON,RITAKATHERINE,40,0,0,1,0,0,0,0,0,0.0
3038,wetaskiwin,2008-10-14,1,PARSONS,LES,40,0,0,0,0,1,0,0,0,2.0
3039,wetaskiwin,2008-10-14,1,MANN,SHAWN,40,0,1,0,0,0,0,0,0,1.0
3040,wetaskiwin,2008-10-14,1,CALKINS,BLAINE,40,0,0,0,0,0,0,1,1,3.0
3041,wild rose,2008-10-14,1,TURCOTT,JENN,40,0,0,1,0,0,0,0,0,3.0
3042,wild rose,2008-10-14,1,HORVATH,JEFF,40,0,0,0,1,0,0,0,0,0.0
3043,wild rose,2008-10-14,1,RICHARDS,BLAKE,40,0,0,0,0,0,0,1,1,0.0
3044,wild rose,2008-10-14,1,ZOOBKOFF,KRISTA,40,0,1,0,0,0,0,0,0,1.0
3045,wild rose,2008-10-14,1,FOX,LISA,40,0,0,0,0,1,0,0,0,2.0
3046,yellowhead,2008-10-14,1,EL-RAFIH,MOHAMED,40,0,0,1,0,0,0,0,0,0.0
3047,yellowhead,2008-10-14,1,SCHAEFER,MONIKA,40,0,0,0,0,1,0,0,0,0.0
3048,yellowhead,2008-10-14,1,BRADE,MELISSA,40,0,1,0,0,0,0,0,0,0.0
3049,yellowhead,2008-10-14,1,MERRIFIELD,ROB,40,0,0,0,0,0,0,1,1,3.0
3050,yellowhead,2008-10-14,1,WIERENGA,JOHNM,40,0,1,0,0,0,0,0,0,0.0
3051,yellowhead,2008-10-14,1,KUZMINSKI,KEN,40,0,0,0,1,0,0,0,0,3.0
3052,calgary centre-north,2011-05-02,1,ASKIN,PEGGY,41,0,1,0,0,0,0,0,0,5.0
3053,calgary centre-north,2011-05-02,1,MACINTOSH,HEATHER,41,0,0,0,0,1,0,0,0,0.0
3054,calgary centre-north,2011-05-02,1,VARGIS,PAUL,41,0,0,0,1,0,0,0,0,0.0
3055,calgary centre-north,2011-05-02,1,REMPEL,MICHELLE,41,0,0,0,0,0,0,1,1,0.0
3056,calgary centre-north,2011-05-02,1,RANDALL,STEPHENJAMES,41,0,0,1,0,0,0,0,0,0.0
3057,calgary east,2011-05-02,1,MILTON,SCOTTW,41,0,0,0,0,1,0,0,0,3.0
3058,calgary east,2011-05-02,1,PETRUNIC,JOSIPA,41,0,0,1,0,0,0,0,0,0.0
3059,calgary east,2011-05-02,1,OBHRAI,DEEPAK,41,0,0,0,0,0,0,1,1,0.0
3060,calgary east,2011-05-02,1,BROWN,AL,41,0,0,0,1,0,0,0,0,1.0
3061,calgary east,2011-05-02,1,DEVINE,JASON,41,0,1,0,0,0,0,0,0,2.0
3062,calgary northeast/calgary-nord-est,2011-05-02,1,STEWART,CAM,41,0,0,1,0,0,0,0,0,0.0
3063,calgary northeast/calgary-nord-est,2011-05-02,1,SHORY,DEVINDER,41,0,0,0,0,0,0,1,1,0.0
3064,calgary northeast/calgary-nord-est,2011-05-02,1,BLANCHARD,DANIEL,41,0,1,0,0,0,0,0,0,0.0
3065,calgary northeast/calgary-nord-est,2011-05-02,1,SINGH,COLETTE,41,0,0,0,1,0,0,0,0,0.0
3066,calgary northeast/calgary-nord-est,2011-05-02,1,BROWN-ECKERSLEY,SHEILA,41,0,0,0,0,1,0,0,0,0.0
3067,calgary southeast,2011-05-02,1,FROMM,PAUL,41,0,1,0,0,0,0,0,0,0.0
3068,calgary southeast,2011-05-02,1,MACPHEE,BRIANN,41,0,0,1,0,0,0,0,0,5.0
3069,calgary southeast,2011-05-02,1,KENNEY,JASON,41,0,0,0,0,0,0,1,1,0.0
3070,calgary southeast,2011-05-02,1,BRETT,BRETT,41,0,0,0,0,1,0,0,0,1.0
3071,calgary southeast,2011-05-02,1,OATES,KIRK,41,0,0,0,1,0,0,0,0,0.0
3072,calgary southeast,2011-05-02,1,GROCHOWSKI,ANTONI,41,0,0,0,0,1,0,0,0,1.0
3073,calgary southwest,2011-05-02,1,HARPER,STEPHENJ,41,0,0,0,0,0,0,1,1,2.0
3074,calgary southwest,2011-05-02,1,HEATHER,LARRYR,41,0,1,0,0,0,0,0,0,3.0
3075,calgary southwest,2011-05-02,1,HEFFERNAN,HOLLY,41,0,0,0,1,0,0,0,0,0.0
3076,calgary southwest,2011-05-02,1,LAMONTAGNE,MARLENE,41,0,0,1,0,0,0,0,0,1.0
3077,calgary southwest,2011-05-02,1,CHRISTIE,KELLY,41,0,0,0,0,1,0,0,0,0.0
3078,calgary west,2011-05-02,1,WAGNER,ANNALISA,41,0,0,0,0,1,0,0,0,0.0
3079,calgary west,2011-05-02,1,KNOWLES,SHAWNA,41,0,0,0,1,0,0,0,0,0.0
3080,calgary west,2011-05-02,1,ANDERS,ROBERT,41,0,0,0,0,0,0,1,1,0.0
3081,calgary west,2011-05-02,1,KINCH,JANICE,41,0,0,1,0,0,0,0,0,2.0
3082,calgary west,2011-05-02,1,VACHON,ANDRÉ,41,0,1,0,0,0,0,0,0,4.0
3083,calgary--nose hill,2011-05-02,1,ABLONCZY,DIANE,41,0,0,0,0,0,0,1,1,2.0
3084,calgary--nose hill,2011-05-02,1,ANDERSON,COLLIN,41,0,0,0,1,0,0,0,0,1.0
3085,calgary--nose hill,2011-05-02,1,HAJJ,TONY,41,0,0,0,0,1,0,0,0,0.0
3086,calgary--nose hill,2011-05-02,1,MCLEOD,MARGARET,41,0,0,1,0,0,0,0,0,3.0
3087,calgrary centre,2011-05-02,1,RICHARDSON,LEE,41,0,0,0,0,0,0,1,1,0.0
3088,calgrary centre,2011-05-02,1,POLLOCK,JENNIFER,41,0,0,1,0,0,0,0,0,0.0
3089,calgrary centre,2011-05-02,1,MONTGOMERY,DONNAMARLIS,41,0,0,0,1,0,0,0,0,0.0
3090,calgrary centre,2011-05-02,1,HAMILTON,WILLIAM,41,0,0,0,0,1,0,0,0,0.0
3091,crowfoot,2011-05-02,1,SCHELLENBERG,KONRAD,41,0,0,0,0,1,0,0,0,0.0
3092,crowfoot,2011-05-02,1,SORENSON,KEVINA,41,0,0,0,0,0,0,1,1,2.0
3093,crowfoot,2011-05-02,1,PARKER,ELLEN,41,0,0,0,1,0,0,0,0,0.0
3094,crowfoot,2011-05-02,1,HARB,OMAR,41,0,0,1,0,0,0,0,0,4.0
3095,crowfoot,2011-05-02,1,TURNER,JOHNC,41,0,1,0,0,0,0,0,0,0.0
3096,crowfoot,2011-05-02,1,GROENENDIJK,GERARD,41,0,1,0,0,0,0,0,0,0.0
3097,edmonton centre,2011-05-02,1,MORTON,PEGGY,41,0,1,0,0,0,0,0,0,1.0
3098,edmonton centre,2011-05-02,1,HAWN,LAURIE,41,0,0,0,0,0,0,1,1,0.0
3099,edmonton centre,2011-05-02,1,PARKER,DAVIDJAMES,41,0,0,0,0,1,0,0,0,0.0
3100,edmonton centre,2011-05-02,1,CARDINAL,LEWIS,41,0,0,0,1,0,0,0,0,5.0
3101,edmonton centre,2011-05-02,1,MACDONALD,MARY,41,0,0,1,0,0,0,0,0,0.0
3102,edmonton centre,2011-05-02,1,PAULSON,MIKKEL,41,0,0,1,0,0,0,0,0,0.0
3103,edmonton east,2011-05-02,1,GOLDRING,PETER,41,0,0,0,0,0,0,1,1,3.0
3104,edmonton east,2011-05-02,1,RUDA,SHAFIK,41,0,0,1,0,0,0,0,0,3.0
3105,edmonton east,2011-05-02,1,MARTIN,RAY,41,0,0,0,1,0,0,0,0,0.0
3106,edmonton east,2011-05-02,1,CAPNERHURST,TREY,41,0,0,0,0,1,0,0,0,0.0
3107,edmonton--leduc,2011-05-02,1,KENNEDY,VALERIE,41,0,0,0,0,1,0,0,0,0.0
3108,edmonton--leduc,2011-05-02,1,RAJOTTE,JAMES,41,0,0,0,0,0,0,1,1,1.0
3109,edmonton--leduc,2011-05-02,1,FAHLMAN,RICHARD,41,0,0,1,0,0,0,0,0,2.0
3110,edmonton--leduc,2011-05-02,1,MEDVEDEV,ARTEM,41,0,0,0,1,0,0,0,0,3.0
3111,edmonton--mill woods--beaumont,2011-05-02,1,BUTLER,MIKE,41,0,0,1,0,0,0,0,0,0.0
3112,edmonton--mill woods--beaumont,2011-05-02,1,RANKIN,NAOMI,41,0,1,0,0,0,0,0,0,5.0
3113,edmonton--mill woods--beaumont,2011-05-02,1,BAXTER,CHRISTA,41,0,0,0,0,1,0,0,0,0.0
3114,edmonton--mill woods--beaumont,2011-05-02,1,BAILEY,NADINE,41,0,0,0,1,0,0,0,0,0.0
3115,edmonton--mill woods--beaumont,2011-05-02,1,LAKE,MIKE,41,0,0,0,0,0,0,1,1,0.0
3116,edmonton--mill woods--beaumont,2011-05-02,1,SCHAFFRICK,BRENT,41,0,1,0,0,0,0,0,0,5.0
3117,edmonton--sherwood park,2011-05-02,1,ST.,PAUL,41,0,1,0,0,0,0,0,0,0.0
3118,edmonton--sherwood park,2011-05-02,1,VALLEE,CHRIS,41,0,0,0,0,1,0,0,0,2.0
3119,edmonton--sherwood park,2011-05-02,1,SZOSTAK,RICK,41,0,0,1,0,0,0,0,0,0.0
3120,edmonton--sherwood park,2011-05-02,1,SCOTT,MIKE,41,0,0,0,1,0,0,0,0,1.0
3121,edmonton--sherwood park,2011-05-02,1,FORD,JAMES,41,0,1,0,0,0,0,0,0,0.0
3122,edmonton--sherwood park,2011-05-02,1,UPPAL,TIM,41,0,0,0,0,0,0,1,1,3.0
3123,edmonton--spruce grove,2011-05-02,1,LUND,JOSHUA,41,0,0,0,0,1,0,0,0,5.0
3124,edmonton--spruce grove,2011-05-02,1,AUSTIN,CHRIS,41,0,0,1,0,0,0,0,0,0.0
3125,edmonton--spruce grove,2011-05-02,1,CHAULK-STOKES,CATHERINE,41,0,0,0,1,0,0,0,0,1.0
3126,edmonton--spruce grove,2011-05-02,1,AMBROSE,RONA,41,0,0,0,0,0,0,1,1,0.0
3127,edmonton--st. albert,2011-05-02,1,TARON,KEVIN,41,0,0,1,0,0,0,0,0,3.0
3128,edmonton--st. albert,2011-05-02,1,RATHGEBER,BRENT,41,0,0,0,0,0,0,1,1,2.0
3129,edmonton--st. albert,2011-05-02,1,JOHNSTON,PETER,41,0,0,0,0,1,0,0,0,1.0
3130,edmonton--st. albert,2011-05-02,1,LABELLE,BRIAN,41,0,0,0,1,0,0,0,0,0.0
3131,edmonton--strathcona,2011-05-02,1,SINCLAIR,MATTHEW,41,0,0,1,0,0,0,0,0,2.0
3132,edmonton--strathcona,2011-05-02,1,MURPHY,KYLE,41,0,1,0,0,0,0,0,0,1.0
3133,edmonton--strathcona,2011-05-02,1,HASTMAN,RYAN,41,0,0,0,0,0,0,1,0,0.0
3134,edmonton--strathcona,2011-05-02,1,HUNTER,KEVAN,41,0,1,0,0,0,0,0,0,1.0
3135,edmonton--strathcona,2011-05-02,1,WHITE,CHRISTOPHER,41,0,0,0,0,1,0,0,0,0.0
3136,edmonton--strathcona,2011-05-02,1,FEHR,ANDREW,41,0,0,0,0,1,0,0,0,0.0
3137,edmonton--strathcona,2011-05-02,1,DUNCAN,LINDA,41,0,0,0,1,0,0,0,1,3.0
3138,fort mcmurray--athabasca,2011-05-02,1,WILTING,BEREND,41,0,0,0,1,0,0,0,0,3.0
3139,fort mcmurray--athabasca,2011-05-02,1,YOUNG,KAREN,41,0,0,1,0,0,0,0,0,2.0
3140,fort mcmurray--athabasca,2011-05-02,1,ASTERISK,JULE,41,0,0,0,0,1,0,0,0,0.0
3141,fort mcmurray--athabasca,2011-05-02,1,JEAN,BRIAN,41,0,0,0,0,0,0,1,1,0.0
3142,lethbridge,2011-05-02,1,CORMICAN,MICHAEL,41,0,0,1,0,0,0,0,0,0.0
3143,lethbridge,2011-05-02,1,HILLYER,JIM,41,0,0,0,0,0,0,1,1,0.0
3144,lethbridge,2011-05-02,1,BARTLETT,CAILIN,41,0,0,0,0,1,0,0,0,0.0
3145,lethbridge,2011-05-02,1,CAPP,GEOFFREY,41,0,1,0,0,0,0,0,0,6.0
3146,lethbridge,2011-05-02,1,SANDILANDS,MARK,41,0,0,0,1,0,0,0,0,0.0
3147,macleod,2011-05-02,1,MENZIES,TED,41,0,0,0,0,0,0,1,1,3.0
3148,macleod,2011-05-02,1,HANKEL,NICOLE,41,0,0,1,0,0,0,0,0,1.0
3149,macleod,2011-05-02,1,GILES,JANINE,41,0,0,0,1,0,0,0,0,0.0
3150,macleod,2011-05-02,1,CARRIGAN,BRAD,41,0,0,0,0,0,0,1,0,3.0
3151,macleod,2011-05-02,1,NAGY,ATTILA,41,0,0,0,0,1,0,0,0,0.0
3152,macleod,2011-05-02,1,SLINGERLAND,MARC,41,0,1,0,0,0,0,0,0,2.0
3153,medicine hat,2011-05-02,1,PERRIER,DENNIS,41,0,0,0,1,0,0,0,0,0.0
3154,medicine hat,2011-05-02,1,PAYNE,LAVAR,41,0,0,0,0,0,0,1,1,0.0
3155,medicine hat,2011-05-02,1,MURRAY,GRAHAM,41,0,0,0,0,1,0,0,0,2.0
3156,medicine hat,2011-05-02,1,BOUCHER,NORM,41,0,0,1,0,0,0,0,0,4.0
3157,medicine hat,2011-05-02,1,VANDESTROET,FRANS,41,0,1,0,0,0,0,0,0,0.0
3158,peace river,2011-05-02,1,WARKENTIN,CHRIS,41,0,0,0,0,0,0,1,1,0.0
3159,peace river,2011-05-02,1,ECKSTROM,DONOVAN,41,0,1,0,0,0,0,0,0,0.0
3160,peace river,2011-05-02,1,GANTON,CORINA,41,0,0,1,0,0,0,0,0,3.0
3161,peace river,2011-05-02,1,VILLEBRUN,JENNIFER,41,0,0,0,1,0,0,0,0,0.0
3162,peace river,2011-05-02,1,KAMIENIECKI,WAYNEJOHN,41,0,0,0,0,1,0,0,0,3.0
3163,peace river,2011-05-02,1,TOEWS,RUSS,41,0,1,0,0,0,0,0,0,0.0
3164,red deer,2011-05-02,1,DREESHEN,EARL,41,0,0,0,0,0,0,1,1,0.0
3165,red deer,2011-05-02,1,SOMERVILLE,STUART,41,0,0,0,1,0,0,0,0,3.0
3166,red deer,2011-05-02,1,MASON,MASONCONNOR,41,0,0,0,0,1,0,0,0,0.0
3167,red deer,2011-05-02,1,LINEKER,ANDREW,41,0,0,1,0,0,0,0,0,2.0
3168,vegreville--wainwright,2011-05-02,1,WILLIAMS,RON,41,0,0,1,0,0,0,0,0,0.0
3169,vegreville--wainwright,2011-05-02,1,SOKALSKI,MATTHEW,41,0,1,0,0,0,0,0,0,0.0
3170,vegreville--wainwright,2011-05-02,1,MUNSEY,WILLIAM,41,0,0,0,0,1,0,0,0,4.0
3171,vegreville--wainwright,2011-05-02,1,STONE,RAYA,41,0,0,0,1,0,0,0,0,0.0
3172,vegreville--wainwright,2011-05-02,1,BENOIT,LEON,41,0,0,0,0,0,0,1,1,2.0
3173,westlock--st. paul,2011-05-02,1,HENDERSON,LYNDSEYELLEN,41,0,0,0,1,0,0,0,0,0.0
3174,westlock--st. paul,2011-05-02,1,STORSETH,BRIAN,41,0,0,0,0,0,0,1,1,1.0
3175,westlock--st. paul,2011-05-02,1,GRANT,LISA,41,0,0,0,0,1,0,0,0,0.0
3176,westlock--st. paul,2011-05-02,1,FOX,ROB,41,0,0,1,0,0,0,0,0,3.0
3177,wetaskiwin,2011-05-02,1,JOHNSTON,ROBERT,41,0,0,0,0,1,0,0,0,1.0
3178,wetaskiwin,2011-05-02,1,CALKINS,BLAINE,41,0,0,0,0,0,0,1,1,2.0
3179,wetaskiwin,2011-05-02,1,ANDERSON,CHRISTOPHER,41,0,0,1,0,0,0,0,0,0.0
3180,wetaskiwin,2011-05-02,1,ROBSON,TIM,41,0,0,0,1,0,0,0,0,3.0
3181,wild rose,2011-05-02,1,VANDEN,RANDY,41,0,1,0,0,0,0,0,0,0.0
3182,wild rose,2011-05-02,1,MACDONALD,MIKE,41,0,0,0,0,1,0,0,0,1.0
3183,wild rose,2011-05-02,1,HORVATH,JEFF,41,0,0,0,1,0,0,0,0,0.0
3184,wild rose,2011-05-02,1,REILLY,JOHNDOUGLAS,41,0,0,1,0,0,0,0,0,5.0
3185,wild rose,2011-05-02,1,RICHARDS,BLAKE,41,0,0,0,0,0,0,1,1,0.0
3186,yellowhead,2011-05-02,1,WELLS,MARK,41,0,0,0,1,0,0,0,0,2.0
3187,yellowhead,2011-05-02,1,SIEZMAGRAFF,ZACK,41,0,0,1,0,0,0,0,0,3.0
3188,yellowhead,2011-05-02,1,MERRIFIELD,ROB,41,0,0,0,0,0,0,1,1,1.0
3189,yellowhead,2011-05-02,1,STRYDHORST,JACOB,41,0,1,0,0,0,0,0,0,0.0
3190,yellowhead,2011-05-02,1,SCHAEFER,MONIKA,41,0,0,0,0,1,0,0,0,0.0
3191,yellowhead,2011-05-02,1,BRADE,MELISSA,41,0,1,0,0,0,0,0,0,0.0
