,riding,electiondate,provincecode,lastname,firstname,parliament,byelec,other,lib,ndp,green,bloc,allcons,won,score
0,Yukon,-1642291200,0,"Thompson, Alfred",,13,0,1,0,0,0,0,0,1,0.0
1,Yukon,-1642291200,0,"Congdon, Frederick Tennyson",,13,0,1,0,0,0,0,0,0,0.0
2,Yukon,-1839196800,0,"Thompson, Alfred",,12,0,0,0,0,0,0,1,1,0.0
3,Yukon,-1839196800,0,"Congdon, Frederick Tennyson",,12,0,0,1,0,0,0,0,0,0.0
4,Yukon,-1930780800,0,"Congdon, Frederick Tennyson",,11,0,0,1,0,0,0,0,1,0.0
5,Yukon,-1930780800,0,"Black, George",,11,0,1,0,0,0,0,0,0,0.0
6,Yukon,-1930780800,0,"LOWE, Robert",,11,0,1,0,0,0,0,0,0,0.0
7,Yukon,-1930780800,0,"CLARKE, Joseph Andrew",,11,0,0,0,0,0,0,1,0,0.0
8,Northwest Territories,1571616000,0,"McLeod, Michael",,43,0,0,1,0,0,0,0,1,0.0
9,Northwest Territories,1571616000,0,"D'Aigle, Yanik",,43,0,0,0,0,0,0,1,0,0.0
10,Northwest Territories,1571616000,0,"Beckett, Mary",,43,0,0,0,1,0,0,0,0,0.0
11,Northwest Territories,1571616000,0,"Falvo, Paul",,43,0,0,0,0,1,0,0,0,0.0
12,Northwest Territories,1571616000,0,"Quinlan, Luke",,43,0,1,0,0,0,0,0,0,0.0
13,Nunavut,1571616000,0,"Qaqqaq, Mumilaaq",,43,0,0,0,1,0,0,0,1,0.0
14,Nunavut,1571616000,0,"Pizzo Lyall, Megan",,43,0,0,1,0,0,0,0,0,0.0
15,Nunavut,1571616000,0,"Aglukkaq, Leona",,43,0,0,0,0,0,0,1,0,0.0
16,Nunavut,1571616000,0,"Roy, Douglas",,43,0,0,0,0,1,0,0,0,0.0
17,Yukon,1571616000,0,"Bagnell, Larry",,43,0,0,1,0,0,0,0,1,0.0
18,Yukon,1571616000,0,"Smith, Jonas Jacot",,43,0,0,0,0,0,0,1,0,0.0
19,Yukon,1571616000,0,"Lemphers, Justin",,43,0,0,0,1,0,0,0,0,0.0
20,Yukon,1571616000,0,"Morris, Lenore",,43,0,0,0,0,1,0,0,0,0.0
21,Yukon,1571616000,0,"Zelezny, Joseph",,43,0,1,0,0,0,0,0,0,0.0
22,yukon,1921-12-06,0,PITTS,GEORGE,14,0,1,0,0,0,0,0,0,0.0
23,yukon,1921-12-06,0,CONGDON,FREDERICKTENNYSON,14,0,0,1,0,0,0,0,0,0.0
24,yukon,1921-12-06,0,BLACK,GEORGE,14,0,0,0,0,0,0,1,1,0.0
25,yukon,1925-10-29,0,BLACK,GEORGE,15,0,0,0,0,0,0,1,1,0.0
26,yukon,1925-10-29,0,LOWE,ROBERT,15,0,0,1,0,0,0,0,0,0.0
27,yukon,1926-09-14,0,CONGDON,FREDERICKTENNYSON,16,0,0,1,0,0,0,0,0,0.0
28,yukon,1926-09-14,0,BLACK,GEORGE,16,0,0,0,0,0,0,1,1,3.0
29,yukon,1930-07-28,0,BLACK,GEORGE,17,0,0,0,0,0,0,1,1,2.0
30,yukon,1930-07-28,0,THOMPSON,WILLIAMEDWARD,17,0,0,1,0,0,0,0,0,3.0
31,yukon,1935-10-14,0,SMITH,JOHNPATRICK,18,0,0,1,0,0,0,0,0,2.0
32,yukon,1935-10-14,0,BLACK,MARTHALOUISE,18,0,1,0,0,0,0,0,1,0.0
33,yukon,1940-03-26,0,REID,CHARLES,19,0,0,1,0,0,0,0,0,4.0
34,yukon,1940-03-26,0,BLACK,GEORGE,19,0,1,0,0,0,0,0,1,0.0
35,yukon,1945-06-11,0,CUNNINGHAM,CLIVEHUNTER,20,0,1,0,1,0,0,0,0,0.0
36,yukon,1945-06-11,0,MCEWEN,TOM,20,0,1,0,0,0,0,0,0,0.0
37,yukon,1945-06-11,0,BLACK,GEORGE,20,0,0,0,0,0,0,1,1,1.0
38,yukon--mackenzie river,1949-06-27,0,BERRY,ARTHURMASSEY,21,0,1,0,0,0,0,0,0,0.0
39,yukon--mackenzie river,1949-06-27,0,SIMMONS,JAMESAUBREY,21,0,0,1,0,0,0,0,1,0.0
40,yukon--mackenzie river,1949-06-27,0,STEPHENS,JAMESELWYN,21,0,1,0,1,0,0,0,0,0.0
41,yukon--mackenzie river,1949-06-27,0,SIMMONS,JAMESAUBREY,21,0,0,1,0,0,0,0,1,0.0
42,yukon--mackenzie river,1949-06-27,0,BERRY,ARTHURMASSEY,21,0,1,0,0,0,0,0,0,0.0
43,yukon--mackenzie river,1949-06-27,0,STEPHENS,JAMESELWYN,21,0,1,0,1,0,0,0,0,0.0
44,mackenzie river,1953-08-10,0,HARDIE,MERVYNARTHUR,22,0,0,1,0,0,0,0,1,0.0
45,mackenzie river,1953-08-10,0,CONIBEAR,KENNETH,22,0,1,0,0,0,0,0,0,0.0
46,mackenzie river,1953-08-10,0,RIVETT,ALBERTTHOMAS,22,0,0,0,0,0,0,1,0,0.0
47,yukon,1953-08-10,0,LEE,RICHARDGORDON,22,0,1,0,0,0,0,0,0,3.0
48,yukon,1953-08-10,0,BLACK,GEORGE,22,0,0,0,0,0,0,1,0,0.0
49,yukon,1953-08-10,0,SIMMONS,JAMESAUBREY,22,0,0,1,0,0,0,0,1,3.0
50,mackenzie river,1957-06-10,0,HARDIE,MA,23,0,0,1,0,0,0,0,1,3.0
51,mackenzie river,1957-06-10,0,PARKES,HAROLDE,23,0,0,0,0,0,0,1,0,0.0
52,yukon,1957-06-10,0,NIELSEN,ERIK,23,0,0,0,0,0,0,1,0,0.0
53,yukon,1957-06-10,0,SIMMONS,JAMESAUBREY,23,0,0,1,0,0,0,0,1,1.0
54,yukon,1957-12-16,0,SIMMONS,JAMESAUBREY,23,1,0,1,0,0,0,0,0,0.0
55,yukon,1957-12-16,0,NIELSEN,ERIK,23,1,0,0,0,0,0,1,1,3.0
56,mackenzie river,1958-03-31,0,WINTER,JOHNH,24,0,0,0,0,0,0,1,0,0.0
57,mackenzie river,1958-03-31,0,HARDIE,MA,24,0,0,1,0,0,0,0,1,5.0
58,yukon,1958-03-31,0,WATT,JOHNVICTOR,24,0,1,0,0,0,0,0,0,1.0
59,yukon,1958-03-31,0,NIELSEN,ERIK,24,0,0,0,0,0,0,1,1,2.0
60,yukon,1958-03-31,0,SIMMONS,JAMESAUBREY,24,0,0,1,0,0,0,0,0,3.0
61,northwest territories,1962-06-18,0,RHEAUME,EUGENE,25,0,0,0,0,0,0,1,0,0.0
62,northwest territories,1962-06-18,0,CAREY,APAT,25,0,1,0,0,0,0,0,0,0.0
63,northwest territories,1962-06-18,0,HARDIE,IJTIBBIE,25,0,0,1,0,0,0,0,1,0.0
64,yukon,1962-06-18,0,NIELSEN,ERIK,25,0,0,0,0,0,0,1,1,1.0
65,yukon,1962-06-18,0,WYLIE,VICTOR,25,0,0,1,0,0,0,0,0,2.0
66,northwest territories,1963-04-08,0,HARDIE,IJTIBBIE,26,0,0,1,0,0,0,0,0,0.0
67,northwest territories,1963-04-08,0,RHEAUME,GENE,26,0,0,0,0,0,0,1,1,3.0
68,yukon,1963-04-08,0,WYLIE,VICTOR,26,0,0,1,0,0,0,0,0,1.0
69,yukon,1963-04-08,0,WILSON,RAY,26,0,1,0,0,0,0,0,0,2.0
70,yukon,1963-04-08,0,NIELSEN,ERIK,26,0,0,0,0,0,0,1,1,3.0
71,northwest territories,1965-11-08,0,ORANGE,BUD,27,0,0,1,0,0,0,0,1,3.0
72,northwest territories,1965-11-08,0,RHEAUME,GENE,27,0,0,0,0,0,0,1,0,2.0
73,northwest territories,1965-11-08,0,ERKELENS,TIELEMAN,27,0,0,0,1,0,0,0,0,0.0
74,yukon,1965-11-08,0,NIELSEN,ERIK,27,0,0,0,0,0,0,1,1,2.0
75,yukon,1965-11-08,0,MCKAMEY,RAY,27,0,0,1,0,0,0,0,0,3.0
76,northwest territories,1968-06-25,0,ORANGE,BUD,28,0,0,1,0,0,0,0,1,5.0
77,northwest territories,1968-06-25,0,VANNORMAN,R,28,0,0,0,0,0,0,1,0,1.0
78,northwest territories,1968-06-25,0,KENT,WILLIAMHARVEY,28,0,0,0,1,0,0,0,0,0.0
79,yukon,1968-06-25,0,FINDLAY,CHRIS,28,0,0,1,0,0,0,0,0,2.0
80,yukon,1968-06-25,0,NIELSEN,ERIK,28,0,0,0,0,0,0,1,1,4.0
81,yukon,1968-06-25,0,MCLAREN,ROBERTA,28,0,0,0,1,0,0,0,0,0.0
82,northwest territories,1972-10-30,0,FIRTH,WALLY,29,0,0,0,1,0,0,0,1,0.0
83,northwest territories,1972-10-30,0,WARD,BOB,29,0,0,0,0,0,0,1,0,0.0
84,northwest territories,1972-10-30,0,HILL,DICK,29,0,0,1,0,0,0,0,0,6.0
85,yukon,1972-10-30,0,NIELSEN,ERIK,29,0,0,0,0,0,0,1,1,2.0
86,yukon,1972-10-30,0,GIANNELIA,RAINER,29,0,1,0,0,0,0,0,0,0.0
87,yukon,1972-10-30,0,BRANIGAN,DONALDWILLIAM,29,0,0,1,0,0,0,0,0,4.0
88,yukon,1972-10-30,0,KENT,WMHARVEY,29,0,0,0,1,0,0,0,0,0.0
89,northwest territories,1974-07-08,0,WARD,BOB,30,0,0,0,0,0,0,1,0,0.0
90,northwest territories,1974-07-08,0,WHITFORD,RICHARD,30,0,0,1,0,0,0,0,0,3.0
91,northwest territories,1974-07-08,0,FIRTH,WALLY,30,0,0,0,1,0,0,0,1,3.0
92,yukon,1974-07-08,0,WHITE,PAULS,30,0,0,1,0,0,0,0,0,2.0
93,yukon,1974-07-08,0,PENIKETT,TONY,30,0,0,0,1,0,0,0,0,0.0
94,yukon,1974-07-08,0,NIELSEN,ERIK,30,0,0,0,0,0,0,1,1,4.0
95,nunatsiaq,1979-05-22,0,ITTINUAR,PETER,31,0,0,0,1,0,0,0,1,0.0
96,nunatsiaq,1979-05-22,0,OKPIK,ABE,31,0,0,0,0,0,0,1,0,0.0
97,nunatsiaq,1979-05-22,0,CURLEY,TAGAK,31,0,0,1,0,0,0,0,0,0.0
98,western arctic,1979-05-22,0,SEARLE,DAVID,31,0,0,1,0,0,0,0,0,0.0
99,western arctic,1979-05-22,0,NICKERSON,DAVE,31,0,0,0,0,0,0,1,1,0.0
100,western arctic,1979-05-22,0,ERASMUS,GEORGES,31,0,0,0,1,0,0,0,0,0.0
101,western arctic,1979-05-22,0,MCRAE,EDWARD,31,0,1,0,0,0,0,0,0,0.0
102,yukon,1979-05-22,0,JACK,JOE,31,0,0,0,1,0,0,0,0,0.0
103,yukon,1979-05-22,0,NIELSEN,ERIK,31,0,0,0,0,0,0,1,1,2.0
104,yukon,1979-05-22,0,LUECK,ALLENR,31,0,0,1,0,0,0,0,0,4.0
105,nunatsiaq,1980-02-18,0,ELLSWORTH,LLOYD,32,0,1,0,0,0,0,0,0,0.0
106,nunatsiaq,1980-02-18,0,ITTINUAR,PETER,32,0,0,0,1,0,0,0,1,3.0
107,nunatsiaq,1980-02-18,0,STEVENSON,LYLE,32,0,0,0,0,0,0,1,0,0.0
108,nunatsiaq,1980-02-18,0,ARVALUK,JAMES,32,0,0,1,0,0,0,0,0,0.0
109,western arctic,1980-02-18,0,BOYD,GARYJ,32,0,0,1,0,0,0,0,0,3.0
110,western arctic,1980-02-18,0,NICKERSON,DAVE,32,0,0,0,0,0,0,1,1,0.0
111,western arctic,1980-02-18,0,FIRTH,WALLY,32,0,0,0,1,0,0,0,0,0.0
112,yukon,1980-02-18,0,NIELSEN,ERIK,32,0,0,0,0,0,0,1,1,1.0
113,yukon,1980-02-18,0,CHRISTENSEN,IONEJ,32,0,0,1,0,0,0,0,0,2.0
114,yukon,1980-02-18,0,MCCULLOUGH,JIM,32,0,0,0,1,0,0,0,0,3.0
115,nunatsiaq,1984-09-04,0,KUPTANA,ROBERT,33,0,0,1,0,0,0,0,0,0.0
116,nunatsiaq,1984-09-04,0,INNUKSUK,RHODA,33,0,0,0,1,0,0,0,0,2.0
117,nunatsiaq,1984-09-04,0,SULUK,THOMAS,33,0,0,0,0,0,0,1,1,0.0
118,nunatsiaq,1984-09-04,0,ITTINUAR,PETERFK,33,0,1,0,0,0,0,0,0,3.0
119,western arctic,1984-09-04,0,ALLEN,BERTHA,33,0,0,0,1,0,0,0,0,0.0
120,western arctic,1984-09-04,0,NICKERSON,DAVE,33,0,0,0,0,0,0,1,1,0.0
121,western arctic,1984-09-04,0,SORENSON,LYNDA,33,0,0,1,0,0,0,0,0,5.0
122,yukon,1984-09-04,0,DYE,KEITH,33,0,1,0,0,0,0,0,0,0.0
123,yukon,1984-09-04,0,GIBB,DOUGLASR,33,0,1,0,0,0,0,0,0,0.0
124,yukon,1984-09-04,0,NIELSEN,ERIK,33,0,0,0,0,0,0,1,1,3.0
125,yukon,1984-09-04,0,FREI,SIBYLA,33,0,0,0,1,0,0,0,0,2.0
126,yukon,1984-09-04,0,VEALE,RON,33,0,0,1,0,0,0,0,0,1.0
127,yukon,1987-07-20,0,MARSHALL,FRED,33,1,1,0,0,0,0,0,0,3.0
128,yukon,1987-07-20,0,BRANIGAN,DON,33,1,0,1,0,0,0,0,0,0.0
129,yukon,1987-07-20,0,MCLAUGHLIN,AUDREY,33,1,0,0,1,0,0,0,1,1.0
130,yukon,1987-07-20,0,LEGREENON,DAVID,33,1,0,0,0,0,0,1,0,2.0
131,nunatsiaq,1988-11-21,0,LEE,RICHARDINUKPAK,34,0,1,0,0,0,0,0,0,2.0
132,nunatsiaq,1988-11-21,0,ANAWAK,JACK,34,0,0,1,0,0,0,0,1,3.0
133,nunatsiaq,1988-11-21,0,PEARSON,SEDLUKBRYAN,34,0,0,0,0,0,0,1,0,0.0
134,nunatsiaq,1988-11-21,0,KUSUGAK,PETER,34,0,0,0,1,0,0,0,0,1.0
135,western arctic,1988-11-21,0,LENNIE,ERNIE,34,0,1,0,0,0,0,0,0,0.0
136,western arctic,1988-11-21,0,BLONDIN,ETHEL,34,0,0,1,0,0,0,0,1,3.0
137,western arctic,1988-11-21,0,MCCAULEY,CECE,34,0,1,0,0,0,0,0,0,0.0
138,western arctic,1988-11-21,0,NICKERSON,DAVE,34,0,0,0,0,0,0,1,0,0.0
139,western arctic,1988-11-21,0,CAHILL,WAYNE,34,0,0,0,1,0,0,0,0,3.0
140,yukon,1988-11-21,0,MCLAUGHLIN,AUDREY,34,0,0,0,1,0,0,0,1,0.0
141,yukon,1988-11-21,0,JACK,JOE,34,0,0,1,0,0,0,0,0,0.0
142,yukon,1988-11-21,0,FRIDAY,CHARLIE,34,0,0,0,0,0,0,1,0,1.0
143,yukon,1988-11-21,0,DERAADT,JACOB,34,0,1,0,0,0,0,0,0,5.0
144,nunatsiaq,1993-10-25,0,ILLNIK,MIKE,35,0,0,0,1,0,0,0,0,0.0
145,nunatsiaq,1993-10-25,0,ANAWAK,JACKIYERAK,35,0,0,1,0,0,0,0,1,2.0
146,nunatsiaq,1993-10-25,0,EVIC-TWERDIN,LEENA,35,0,0,0,0,0,0,1,0,0.0
147,western arctic,1993-10-25,0,BLONDIN-ANDREW,ETHEL,35,0,0,1,0,0,0,0,1,1.0
148,western arctic,1993-10-25,0,HANLY,MARTIN,35,0,0,0,0,0,0,1,0,0.0
149,western arctic,1993-10-25,0,O'BRIEN,CHRIS,35,0,0,0,0,1,0,0,0,0.0
150,western arctic,1993-10-25,0,TAYLOR,LYNN,35,0,1,0,0,0,0,0,0,3.0
151,western arctic,1993-10-25,0,GREY,MANSELLC,35,0,0,0,0,0,0,1,0,0.0
152,western arctic,1993-10-25,0,SCHRAM,BILL,35,0,0,0,1,0,0,0,0,2.0
153,yukon,1993-10-25,0,TOMPKINS,ABSHORT,35,0,0,0,0,0,0,1,0,0.0
154,yukon,1993-10-25,0,OLSON,ROBERTL,35,0,1,0,0,0,0,0,0,3.0
155,yukon,1993-10-25,0,KAPTY,AL,35,0,0,0,0,0,0,1,0,0.0
156,yukon,1993-10-25,0,CAPP,GEOFFREY,35,0,1,0,0,0,0,0,0,3.0
157,yukon,1993-10-25,0,MCLAUGHLIN,AUDREY,35,0,0,0,1,0,0,0,1,3.0
158,yukon,1993-10-25,0,BRANIGAN,DON,35,0,0,1,0,0,0,0,0,0.0
159,nunavut,1997-06-02,0,KARETAK-LINDELL,NANCY,36,0,0,1,0,0,0,0,1,0.0
160,nunavut,1997-06-02,0,EEGEESIAK,OKALIK,36,0,0,0,0,0,0,1,0,0.0
161,nunavut,1997-06-02,0,TOOTOO,HUNTER,36,0,0,0,1,0,0,0,0,0.0
162,nunavut,1997-06-02,0,TURNER,JOHN,36,0,0,0,0,0,0,1,0,0.0
163,western arctic,1997-06-02,0,DOWDALL,BOB,36,0,0,0,0,0,0,1,0,0.0
164,western arctic,1997-06-02,0,LEVAN,MARYBETH,36,0,0,0,1,0,0,0,0,1.0
165,western arctic,1997-06-02,0,BLONDIN-ANDREW,ETHEL,36,0,0,1,0,0,0,0,1,3.0
166,western arctic,1997-06-02,0,WATT,MIKE,36,0,0,0,0,0,0,1,0,0.0
167,western arctic,1997-06-02,0,FIRTH,WALLY,36,0,1,0,0,0,0,0,0,2.0
168,yukon,1997-06-02,0,GABB,KEN,36,0,0,0,0,0,0,1,0,3.0
169,yukon,1997-06-02,0,BRANIGAN,DON,36,0,1,0,0,0,0,0,0,1.0
170,yukon,1997-06-02,0,HARDY,LOUISEFRANCES,36,0,0,0,1,0,0,0,1,2.0
171,yukon,1997-06-02,0,CAPP,GEOFFREY,36,0,1,0,0,0,0,0,0,1.0
172,yukon,1997-06-02,0,ADAMSON,SHIRLEY,36,0,0,1,0,0,0,0,0,0.0
173,yukon,1997-06-02,0,MCKINNON,KEN,36,0,0,0,0,0,0,1,0,3.0
174,nunavut,2000-11-27,0,KARETAK-LINDELL,NANCY,37,0,0,1,0,0,0,0,1,3.0
175,nunavut,2000-11-27,0,ENUARAQ,PALLUQ,37,0,0,0,1,0,0,0,0,0.0
176,nunavut,2000-11-27,0,JONES,BRIAN,37,0,0,0,0,1,0,0,0,0.0
177,nunavut,2000-11-27,0,SHERMAN,MIKE,37,0,0,0,0,0,0,1,0,0.0
178,western arctic,2000-11-27,0,BLONDIN-ANDREW,ETHEL,37,0,0,1,0,0,0,0,1,2.0
179,western arctic,2000-11-27,0,MCLAUGHLIN,BRUCE,37,0,0,0,0,0,0,1,0,3.0
180,western arctic,2000-11-27,0,BEVINGTON,DENNIS,37,0,0,0,1,0,0,0,0,0.0
181,western arctic,2000-11-27,0,TURNER,FRED,37,0,1,0,0,0,0,1,0,1.0
182,yukon,2000-11-27,0,BAGNELL,LARRY,37,0,0,1,0,0,0,0,1,0.0
183,yukon,2000-11-27,0,HARDY,LOUISE,37,0,0,0,1,0,0,0,0,1.0
184,yukon,2000-11-27,0,COX,DON,37,0,0,0,0,0,0,1,0,5.0
185,yukon,2000-11-27,0,KENYON,JIM,37,0,1,0,0,0,0,1,0,0.0
186,yukon,2000-11-27,0,CAPP,GEOFFREY,37,0,1,0,0,0,0,0,0,0.0
187,nunavut,2004-06-28,0,KARETAK-LINDELL,NANCY,38,0,0,1,0,0,0,0,1,5.0
188,nunavut,2004-06-28,0,CUNNINGHAM,DUNCAN,38,0,0,0,0,0,0,1,0,0.0
189,nunavut,2004-06-28,0,RIDDELL,BILL,38,0,0,0,1,0,0,0,0,0.0
190,nunavut,2004-06-28,0,KENNEY,NEDD,38,0,0,0,0,1,0,0,0,0.0
191,nunavut,2004-06-28,0,THOMPSON,MANITOK,38,0,1,0,0,0,0,0,0,0.0
192,western arctic,2004-06-28,0,MANDEVILLE,SEAN,38,0,0,0,0,0,0,1,0,2.0
193,western arctic,2004-06-28,0,BEVINGTON,DENNIS,38,0,0,0,1,0,0,0,0,0.0
194,western arctic,2004-06-28,0,BLONDIN-ANDREW,ETHEL,38,0,0,1,0,0,0,0,1,4.0
195,western arctic,2004-06-28,0,O'BRIEN,CHRIS,38,0,0,0,0,1,0,0,0,0.0
196,yukon,2004-06-28,0,LEBLOND,PHILIPPE,38,0,0,0,0,1,0,0,0,0.0
197,yukon,2004-06-28,0,HARTLE,JAMES,38,0,0,0,0,0,0,1,0,3.0
198,yukon,2004-06-28,0,DAVEY,SEAN,38,0,1,0,0,0,0,0,0,0.0
199,yukon,2004-06-28,0,CAPP,GEOFFREY,38,0,1,0,0,0,0,0,0,0.0
200,yukon,2004-06-28,0,BOYDE,PAM,38,0,0,0,1,0,0,0,0,0.0
201,yukon,2004-06-28,0,BAGNELL,LARRY,38,0,0,1,0,0,0,0,1,3.0
202,nunavut,2006-01-23,0,RIDDELL,BILL,39,0,0,0,1,0,0,0,0,0.0
203,nunavut,2006-01-23,0,KAPPI,FELIKS,39,0,0,0,0,1,0,0,0,0.0
204,nunavut,2006-01-23,0,KARETAK-LINDELL,NANCY,39,0,0,1,0,0,0,0,1,6.0
205,nunavut,2006-01-23,0,AGLUKARKSR.,DAVID,39,0,0,0,0,0,0,1,0,0.0
206,nunavut,2006-01-23,0,DEVRIES,DED,39,0,1,0,0,0,0,0,0,0.0
207,western arctic,2006-01-23,0,BEAUDIN,ALEXANDRE,39,0,0,0,0,1,0,0,0,0.0
208,western arctic,2006-01-23,0,BLONDIN-ANDREW,ETHEL,39,0,0,1,0,0,0,0,0,2.0
209,western arctic,2006-01-23,0,VANDERVEEN,JANH,39,0,1,0,0,0,0,0,0,0.0
210,western arctic,2006-01-23,0,BEVINGTON,DENNIS,39,0,0,0,1,0,0,0,1,0.0
211,western arctic,2006-01-23,0,EDJERICON,RICHARD,39,0,0,0,0,0,0,1,0,4.0
212,yukon,2006-01-23,0,BAGNELL,LARRY,39,0,0,1,0,0,0,0,1,2.0
213,yukon,2006-01-23,0,LEBLOND,PHILIPPE,39,0,0,0,0,1,0,0,0,3.0
214,yukon,2006-01-23,0,GREETHAM,SUE,39,0,0,0,0,0,0,1,0,1.0
215,yukon,2006-01-23,0,BOYDE,PAM,39,0,0,0,1,0,0,0,0,0.0
216,nunavut,2008-10-14,0,AGLUKKAQ,LEONA,40,0,0,0,0,0,0,1,1,0.0
217,nunavut,2008-10-14,0,EJESIAK,KIRTKOOTOO,40,0,0,1,0,0,0,0,0,3.0
218,nunavut,2008-10-14,0,ITTINUAR,PETER,40,0,0,0,0,1,0,0,0,0.0
219,nunavut,2008-10-14,0,IRNGAUT,PAUL,40,0,0,0,1,0,0,0,0,3.0
220,western arctic,2008-10-14,0,BEVINGTON,DENNIS,40,0,0,0,1,0,0,0,1,0.0
221,western arctic,2008-10-14,0,VILLEBRUN,NOELINE,40,0,1,0,0,0,0,0,0,0.0
222,western arctic,2008-10-14,0,GAMBLE,SAM,40,0,0,0,0,1,0,0,0,3.0
223,western arctic,2008-10-14,0,BELL,BRENDAN,40,0,0,0,0,0,0,1,0,2.0
224,western arctic,2008-10-14,0,MACKENZIE-SCOTT,GABRIELLE,40,0,0,1,0,0,0,0,0,1.0
225,yukon,2008-10-14,0,BAGNELL,LARRY,40,0,0,1,0,0,0,0,1,4.0
226,yukon,2008-10-14,0,STREICKER,JOHN,40,0,0,0,0,1,0,0,0,2.0
227,yukon,2008-10-14,0,BOLTON,KEN,40,0,0,0,1,0,0,0,0,0.0
228,yukon,2008-10-14,0,PASLOSKI,DARRELL,40,0,0,0,0,0,0,1,0,0.0
229,nunavut,2011-05-02,0,HICKS,JACK,41,0,0,0,1,0,0,0,0,2.0
230,nunavut,2011-05-02,0,MACCALLUM,SCOTT,41,0,0,0,0,1,0,0,0,0.0
231,nunavut,2011-05-02,0,AGLUKKAQ,LEONA,41,0,0,0,0,0,0,1,1,3.0
232,nunavut,2011-05-02,0,OKALIK,PAUL,41,0,0,1,0,0,0,0,0,1.0
233,western arctic,2011-05-02,0,LEE,SANDY,41,0,0,0,0,0,0,1,0,1.0
234,western arctic,2011-05-02,0,DAWSON,BONNIE,41,0,1,0,0,0,0,0,0,0.0
235,western arctic,2011-05-02,0,BEVINGTON,DENNIS,41,0,0,0,1,0,0,0,1,3.0
236,western arctic,2011-05-02,0,HANDLEY,JOE,41,0,0,1,0,0,0,0,0,0.0
237,western arctic,2011-05-02,0,PURCHASE,ELI,41,0,0,0,0,1,0,0,0,2.0
238,yukon,2011-05-02,0,BAGNELL,LARRY,41,0,0,1,0,0,0,0,0,5.0
239,yukon,2011-05-02,0,BARR,KEVIN,41,0,0,0,1,0,0,0,0,0.0
240,yukon,2011-05-02,0,STREICKER,JOHN,41,0,0,0,0,1,0,0,0,1.0
241,yukon,2011-05-02,0,LEEF,RYAN,41,0,0,0,0,0,0,1,1,0.0
242,northwest territories/territoires du nord-ouest,2015-10-19,0,ROLAND,FLOYD,42,0,0,0,0,0,0,1,0,0.0
243,northwest territories/territoires du nord-ouest,2015-10-19,0,BEVINGTON,DENNISFRASER,42,0,0,0,1,0,0,0,0,0.0
244,northwest territories/territoires du nord-ouest,2015-10-19,0,MOORE,JOHN,42,0,0,0,0,1,0,0,0,0.0
245,northwest territories/territoires du nord-ouest,2015-10-19,0,MCLEOD,MICHAEL,42,0,0,1,0,0,0,0,1,0.0
246,nunavut,2015-10-19,0,TOOTOO,HUNTER,42,0,0,1,0,0,0,0,1,0.0
247,nunavut,2015-10-19,0,IYERAK,JACK,42,0,0,0,1,0,0,0,0,4.0
248,nunavut,2015-10-19,0,ROCCHI,SPENCER,42,0,0,0,0,1,0,0,0,0.0
249,nunavut,2015-10-19,0,AGLUKKAQ,LEONA,42,0,0,0,0,0,0,1,0,2.0
250,yukon,2015-10-19,0,LEEF,RYAN,42,0,0,0,0,0,0,1,0,0.0
251,yukon,2015-10-19,0,BAGNELL,LARRY,42,0,0,1,0,0,0,0,1,6.0
252,yukon,2015-10-19,0,ATKINSON,MELISSA,42,0,0,0,1,0,0,0,0,0.0
253,yukon,2015-10-19,0,DE,FRANK,42,0,0,0,0,1,0,0,0,0.0
254,Medicine Hat,-1531008000,1,"Gardiner, Robert",,13,1,1,0,0,0,0,0,1,0.0
255,Medicine Hat,-1531008000,1,"SPENCER, Nelson",,13,1,1,0,0,0,0,0,0,0.0
256,Battle River,-1642291200,1,"Blair, William John",,13,0,1,0,0,0,0,0,1,0.0
257,Battle River,-1642291200,1,"Warner, Daniel Webster",,13,0,1,0,0,0,0,0,0,0.0
258,Bow River,-1642291200,1,"Halladay, Howard Hadden",,13,0,1,0,0,0,0,0,1,0.0
259,Bow River,-1642291200,1,"GOUGE, Jesse Elmer",,13,0,1,0,0,0,0,0,0,0.0
260,Bow River,-1642291200,1,"GALBRAITH, Daniel Harcourt",,13,0,1,0,0,0,0,0,0,0.0
261,Bow River,-1642291200,1,"REID, John",,13,0,1,0,0,0,0,0,0,0.0
262,Calgary West,-1642291200,1,"Tweedie, Thomas Mitchell March",,13,0,1,0,0,0,0,0,1,0.0
263,Calgary West,-1642291200,1,"Irvine, John Alfred",,13,0,1,0,0,0,0,0,0,0.0
264,East Calgary,-1642291200,1,"Redman, Daniel Lee",,13,0,1,0,0,0,0,0,1,0.0
265,East Calgary,-1642291200,1,"Irvine, William",,13,0,1,0,0,0,0,0,0,0.0
266,Edmonton East,-1642291200,1,"Mackie, Henry Arthur",,13,0,1,0,0,0,0,0,1,0.0
267,Edmonton East,-1642291200,1,"MAY, Alexander Esson",,13,0,1,0,0,0,0,0,0,0.0
268,Edmonton West,-1642291200,1,"Griesbach, William Antrobus",,13,0,1,0,0,0,0,0,1,0.0
269,Edmonton West,-1642291200,1,"Oliver, Frank",,13,0,1,0,0,0,0,0,0,0.0
270,Lethbridge,-1642291200,1,"Buchanan, William Ashbury",,13,0,1,0,0,0,0,0,1,0.0
271,Lethbridge,-1642291200,1,"PACK, L. Lambert",,13,0,1,0,0,0,0,0,0,0.0
